From,To
1431766_x_at,625055
1431766_x_at,675339
1431766_x_at,667847
1431766_x_at,546298
1431766_x_at,100048354
1431766_x_at,665267
1431766_x_at,634678
1431766_x_at,667846
1431766_x_at,620559
1431766_x_at,664965
1431766_x_at,620248
1431766_x_at,622795
1431766_x_at,627160
1431766_x_at,675043
1431766_x_at,665121
1431766_x_at,668434
1431766_x_at,666403
1431766_x_at,546164
1431766_x_at,244229
1431766_x_at,243642
1431766_x_at,667216
1427762_x_at,319188
1460425_at,75462
1448247_at,12054
1424887_at,234825
1420508_at,20350
1418557_s_at,58864
1420859_at,18767
1422134_at,14282
1425018_at,68995
1427995_at,74649
1421822_at,19053
1421822_at,100044385
1451175_at,76687
1417750_a_at,67712
1450990_at,14734
1421703_at,665024
1421703_at,22717
1417958_at,66805
1420083_at,105268
1420992_at,107765
1451979_at,16653
1451979_at,100048834
1428364_at,69269
1417268_at,12475
1451574_at,77578
1452621_at,72562
1426183_a_at,170779
1450446_a_at,12703
1422267_at,14240
1460216_at,11409
1427079_at,100732
1453317_a_at,13992
1460684_at,73166
1460716_a_at,12400
1456270_s_at,347711
1450879_at,50771
1422937_at,14367
1431593_a_at,21463
1431593_a_at,622485
1431593_a_at,100048029
1431593_a_at,66078
1452355_at,74023
1450580_at,93690
1450857_a_at,12843
1416451_s_at,63856
1449639_at,76261
1433514_at,75320
1451518_at,236193
1427910_at,73720
1420564_at,23920
1423096_at,12339
1421432_at,56795
1416125_at,14229
1426391_at,545267
1426391_at,11840
1426391_at,666676
1451412_a_at,55978
1423232_at,18612
1425668_a_at,20443
1423476_at,30936
1418205_at,56229
1420545_a_at,108699
1423623_at,66308
1423623_at,633057
1448097_at,100763
1448925_at,13345
1427351_s_at,16019
1456606_a_at,218194
1420384_at,68018
1416921_x_at,665254
1416921_x_at,667696
1416921_x_at,11674
1415802_at,20501
1426477_at,218397
1422479_at,60525
1432462_a_at,68975
1417594_at,56278
1451668_at,215015
1451668_at,100048250
1422336_at,15398
1451039_at,67842
1450936_a_at,66705
1450936_a_at,100047816
1421880_at,53332
1421829_at,635960
1421829_at,100047616
1421829_at,11639
1418283_at,12740
1451481_s_at,106407
1421107_at,58231
1421447_at,100048479
1418529_at,66246
1417311_at,68337
1459725_s_at,13184
1459725_s_at,100046808
1459725_s_at,100046800
1417333_at,54153
1417155_at,18109
1453238_s_at,319202
1416561_at,14415
1423104_at,16367
1416860_s_at,100045040
1416860_s_at,26356
1420558_at,20344
1427286_at,52897
1452747_at,676620
1426180_a_at,20600
1424597_at,68767
1448707_at,666972
1448707_at,99730
1448707_at,675463
1448707_at,623205
1416049_at,104174
1429574_at,69454
1418968_at,12421
1451930_at,13640
1435756_at,229011
1419060_at,14939
1437465_a_at,18453
1450808_at,14293
1419094_at,13096
1419094_at,100046484
1418121_at,101568
1428310_at,100047322
1428310_at,28036
1434544_at,66162
1438992_x_at,11911
1448191_at,18817
1416936_at,11302
1455384_x_at,225995
1451265_at,665760
1451265_at,69668
1416415_a_at,666634
1416415_a_at,51788
1416415_a_at,626950
1426785_s_at,23945
1416528_at,73723
1427109_at,216157
1423918_at,76867
1449255_a_at,434381
1449255_a_at,100043805
1449255_a_at,100043670
1449255_a_at,634785
1449255_a_at,667937
1449255_a_at,628994
1449255_a_at,66480
1449255_a_at,100043785
1449255_a_at,100046288
1449255_a_at,100043209
1449255_a_at,433063
1449255_a_at,100041671
1449255_a_at,100039748
1449255_a_at,100043722
1449255_a_at,667014
1449255_a_at,666304
1449255_a_at,674243
1449255_a_at,622994
1449255_a_at,640145
1452231_x_at,15950
1452231_x_at,100048583
1452231_x_at,235882
1452231_x_at,631417
1449288_at,14562
1435191_at,386463
1435191_at,100043961
1426883_at,107375
1449261_at,18515
1437844_x_at,16834
1452838_at,77591
1451856_at,227331
1425325_at,60361
1433605_at,212111
1425048_a_at,100048378
1425048_a_at,619937
1425048_a_at,664952
1425048_a_at,668082
1425048_a_at,433305
1425048_a_at,100039558
1425048_a_at,666007
1425048_a_at,100040413
1425048_a_at,668567
1425048_a_at,100041886
1425048_a_at,100041232
1425048_a_at,100043848
1425048_a_at,100044461
1425048_a_at,15289
1425048_a_at,666969
1425048_a_at,100046019
1425048_a_at,666297
1425048_a_at,100043683
1425048_a_at,667019
1425048_a_at,434174
1425048_a_at,667360
1425048_a_at,100040320
1425048_a_at,545555
1425048_a_at,546331
1425048_a_at,100043368
1425048_a_at,675448
1425048_a_at,100038833
1425048_a_at,677578
1425048_a_at,667879
1425048_a_at,670100
1425048_a_at,625467
1425048_a_at,619647
1425048_a_at,667777
1425048_a_at,668160
1425048_a_at,666786
1425048_a_at,100043354
1425048_a_at,665777
1425048_a_at,100041140
1425048_a_at,433177
1425048_a_at,432959
1425048_a_at,545506
1425048_a_at,665056
1425048_a_at,100047080
1425048_a_at,667280
1425048_a_at,100039256
1425048_a_at,675001
1425048_a_at,637733
1425048_a_at,100043312
1425048_a_at,100040113
1425048_a_at,100041386
1425048_a_at,674543
1425048_a_at,667303
1425048_a_at,100042447
1425048_a_at,100041307
1425048_a_at,100045972
1425048_a_at,100043427
1431702_at,59036
1426193_at,260301
1427655_a_at,320913
1427655_a_at,219065
1452050_at,227541
1452730_at,66184
1452730_at,627967
1422933_at,27084
1425790_a_at,14806
1422233_at,13714
1417586_at,21853
1423450_a_at,15476
1423946_at,213019
1416349_at,94065
1434151_at,70152
1418798_s_at,56504
1418411_at,50788
1450471_at,17127
1444887_at,97715
1448391_at,668458
1448391_at,56382
1415680_at,17222
1418942_at,67694
1436949_a_at,67673
1436949_a_at,638798
1436949_a_at,668090
1436949_a_at,665250
1427306_at,20190
1436307_at,270163
1451053_a_at,17245
1416933_at,18984
1428552_at,66520
1428452_at,69953
1430128_a_at,70335
1451122_at,319554
1451122_at,100044783
1451122_at,665483
1416967_at,20674
1460708_s_at,664922
1460708_s_at,12540
1417166_at,101739
1421650_at,94111
1426977_at,74996
1427613_at,246735
1426872_at,319482
1426872_at,215384
1421324_a_at,544757
1421324_a_at,11652
1421324_a_at,100048123
1425580_a_at,225326
1427367_at,213573
1455019_x_at,216197
1418682_at,21744
1418682_at,100044033
1430668_a_at,68558
1416351_at,26395
1426690_a_at,20787
1449632_s_at,14230
1417217_at,27385
1452319_at,330502
1427427_at,20192
1418149_at,12652
1448860_at,140743
1420574_at,67343
1424240_at,76932
1435522_a_at,67695
1418862_at,67856
1450670_at,13166
1436616_at,269180
1423707_at,77975
1423479_at,68979
1421497_at,170458
1419455_at,16155
1436934_s_at,11429
1419021_at,109904
1417045_at,12122
1455858_x_at,18976
1427242_at,13206
1423870_at,631071
1423870_at,108909
1434329_s_at,68465
1449674_s_at,18571
1418406_at,100047749
1418406_at,18584
1432394_a_at,56321
1419577_at,103199
1452153_at,50755
1437974_a_at,15275
1449091_at,54420
1422405_at,14967
1425133_s_at,74760
1452889_at,76429
1424216_a_at,18789
1416876_at,64099
1417650_at,100470
1428297_at,26412
1434305_at,101883
1427472_a_at,110382
1420790_x_at,100044241
1420790_x_at,654450
1420790_x_at,635513
1420790_x_at,16635
1420790_x_at,347723
1420790_x_at,93970
1420790_x_at,634585
1420790_x_at,27424
1450706_a_at,56350
1419867_a_at,108857
1419867_a_at,108112
1433829_a_at,53379
1433829_a_at,100045191
1433829_a_at,544705
1426624_a_at,66090
1451424_at,216643
1421858_at,11491
1426181_a_at,93672
1419324_at,16876
1428327_at,67095
1420170_at,17886
1421751_a_at,59029
1448363_at,22601
1432367_a_at,22230
1450444_a_at,22259
1425537_at,19042
1416282_at,19182
1450095_a_at,66204
1437984_x_at,53817
1423584_at,29817
1427786_at,83395
1420501_at,13418
1429252_at,104457
1433606_at,75901
1449218_at,12869
1427073_at,215951
1424098_at,74559
1418321_at,13177
1422562_at,56437
1454839_a_at,382073
1426760_at,320727
1417679_at,14581
1419595_a_at,14590
1421688_a_at,20290
1450544_at,58229
1417612_at,15939
1423105_a_at,64050
1426609_at,72662
1426767_at,106618
1425642_at,216274
1460730_at,209354
1416553_at,20892
1454074_a_at,208606
1415745_a_at,13185
1449816_at,57429
1415674_a_at,60409
1427661_a_at,56844
1452041_at,234378
1422682_s_at,22073
1422682_s_at,21594
1422682_s_at,100047208
1422682_s_at,100040233
1422682_s_at,100044144
1427198_at,237246
1450881_s_at,83924
1450881_s_at,100044979
1421619_at,16512
1420437_at,15930
1415710_at,231430
1428664_at,22353
1416506_at,26443
1428592_s_at,74841
1450969_at,66904
1420956_at,11789
1420956_at,100048863
1432331_a_at,20204
1449446_at,52713
1425396_a_at,16818
1416877_a_at,66493
1456101_at,73936
1417629_at,19125
1434510_at,23972
1422598_at,12372
1416616_s_at,53895
1439380_x_at,17263
1420778_at,83771
1450789_at,14787
1429339_a_at,71985
1418732_s_at,67836
1449836_x_at,12124
1426564_at,233887
1437688_x_at,70495
1420960_at,60534
1426924_at,319817
1422119_at,19344
1422119_at,640369
1422119_at,433464
1451174_at,224109
1450750_a_at,18227
1416395_at,14923
1427554_at,191578
1451119_a_at,14114
1448680_at,100046946
1418668_at,117147
1451304_at,70209
1437243_at,98314
1437243_at,100045662
1417088_at,26919
1423073_at,545756
1423073_at,66588
1438743_at,13122
1418374_at,17178
1418063_at,16545
1425711_a_at,100047666
1425711_a_at,11651
1417779_at,66566
1442540_at,96961
1452197_at,70099
1427447_a_at,110253
1449633_s_at,68106
1415700_a_at,67437
1426829_at,20184
1416946_a_at,113868
1425187_at,20338
1428098_a_at,67623
1419321_at,14068
1460568_at,360213
1449501_a_at,16904
1452211_at,103554
1437885_at,99324
1427342_at,320720
1427342_at,100046066
1421920_a_at,12769
1451194_at,230163
1456585_x_at,231868
1448520_at,140917
1454716_x_at,12859
1454716_x_at,100040340
1454716_x_at,100046079
1429349_at,69317
1416825_at,20648
1426740_s_at,233912
1429124_s_at,66932
1436586_x_at,621155
1436586_x_at,20044
1417672_at,94229
1448476_at,17955
1431164_at,52187
1423934_at,76509
1417996_at,64242
1426978_at,77113
1423976_at,667795
1423976_at,635455
1423976_at,67609
1420989_at,66756
1455685_at,320878
1424998_at,52614
1452215_at,75758
1448291_at,17395
1451385_at,70186
1423729_a_at,66510
1418907_at,14067
1418907_at,100048143
1422133_at,20737
1424150_at,233552
1448778_at,57317
1419406_a_at,14025
1460356_at,69524
1430989_a_at,66602
1455431_at,20537
1425019_at,621629
1425019_at,217379
1455713_x_at,12034
1420055_at,228875
1452422_a_at,20639
1452422_a_at,666558
1450436_s_at,56323
1434628_a_at,52428
1423290_at,12282
1422150_at,15373
1439154_at,269966
1433942_at,17920
1419397_at,18968
1448924_at,66690
1449435_at,57370
1424302_at,18733
1424302_at,100044531
1460193_at,70356
1452493_s_at,15415
1455904_at,100217446
1450820_a_at,171171
1450820_a_at,76220
1428389_s_at,72515
1428389_s_at,67683
1428389_s_at,674157
1422179_at,14621
1420754_at,22130
1417556_at,14080
1460283_at,54483
1422672_at,20754
1424701_at,219257
1450115_at,14682
1423164_at,664862
1424633_at,215303
1420380_at,20296
1425658_at,235505
1422362_s_at,18369
1434500_at,100044565
1434500_at,117160
1422941_at,93735
1451409_at,72355
1427798_x_at,433855
1449191_at,192200
1419297_at,15001
1440201_at,20541
1434436_at,75746
1449508_at,50931
1418934_at,23937
1423095_s_at,58799
1456493_at,619989
1423848_at,68533
1423848_at,629655
1432503_a_at,79455
1437350_at,246257
1417252_at,50773
1423794_at,51897
1419879_s_at,217069
1423649_at,72098
1424639_a_at,15356
1457695_at,217030
1417170_at,93730
1417170_at,627624
1421912_at,20522
1422194_at,20271
1450311_at,110893
1431936_a_at,23956
1421541_a_at,17259
1453998_at,98366
1428070_at,74126
1427907_at,66185
1421552_at,12592
1423715_a_at,18002
1451783_a_at,16579
1452193_a_at,73178
1460718_s_at,56462
1421211_a_at,12265
1450772_at,22411
1416996_at,54610
1419409_at,68720
1454064_a_at,56515
1416713_at,67971
1424488_a_at,100048145
1436152_a_at,68576
1436152_a_at,100041359
1436152_a_at,100047288
1423975_s_at,101706
1421895_at,100048746
1421895_at,26905
1421895_at,100039419
1434904_at,15273
1460246_at,17257
1417082_at,67628
1423694_at,330171
1424455_at,494468
1448542_at,66165
1417458_s_at,100044764
1417458_s_at,100046104
1417458_s_at,100039474
1417458_s_at,66197
1417458_s_at,100044750
1419472_s_at,100041237
1427626_at,74180
1460722_at,223920
1453299_a_at,18950
1453299_a_at,100045567
1428881_at,16593
1428881_at,100047609
1422832_at,57811
1428182_at,67763
1452941_at,66072
1455974_at,100047869
1448705_at,81630
1421502_at,83563
1456154_at,72667
1433666_s_at,218035
1428421_a_at,67201
1456239_at,14171
1459934_at,76800
1418465_at,17972
1459092_at,74441
1427936_at,208967
1429832_at,668289
1429832_at,433064
1429832_at,629952
1429832_at,665989
1429832_at,667598
1429832_at,666411
1429832_at,66101
1418118_at,20517
1433591_at,19058
1423276_at,106347
1424874_a_at,236294
1424874_a_at,19205
1430962_at,77891
1430962_at,100039535
1421052_a_at,20603
1421052_a_at,639530
1421052_a_at,671878
1448738_at,12307
1460171_at,26754
1451040_at,100048650
1451040_at,66044
1434009_at,232906
1418758_a_at,19159
1424894_at,68328
1420657_at,22229
1422125_at,15559
1424826_s_at,211401
1426353_at,20852
1428155_at,76501
1420447_at,20860
1418264_at,60411
1418092_s_at,106628
1438606_a_at,29876
1419182_at,64817
1448311_at,22225
1448804_at,13070
1427994_at,100047115
1460661_at,13610
1427325_s_at,100182
1449982_at,16156
1455485_x_at,633178
1455485_x_at,638236
1455485_x_at,624863
1455485_x_at,22121
1423924_s_at,52588
1433603_at,623286
1433603_at,407785
1433603_at,631040
1420617_at,67579
1430195_at,72697
1460343_at,18011
1460343_at,100048526
1427502_at,11498
1427502_at,436082
1427944_at,232560
1428689_at,71767
1450934_at,13682
1450418_a_at,67864
1437874_s_at,15212
1426257_a_at,20226
1421465_at,22414
1418103_at,83704
1424136_a_at,668289
1424136_a_at,433064
1424136_a_at,629952
1424136_a_at,665989
1424136_a_at,667598
1424136_a_at,666411
1424136_a_at,66101
1419022_a_at,545568
1419022_a_at,674877
1419022_a_at,100045967
1419022_a_at,103324
1419022_a_at,433182
1419022_a_at,13806
1419022_a_at,100044223
1426320_at,74478
1422022_at,79233
1417210_at,26908
1450364_a_at,171283
1449139_at,66357
1455056_at,380928
1419929_at,52458
1460240_a_at,15381
1448540_a_at,106264
1417892_a_at,64384
1418667_at,100044479
1418667_at,66975
1426219_at,20280
1456590_x_at,11677
1416791_a_at,53319
1450217_at,56838
1419712_at,16188
1418244_at,666211
1418244_at,675516
1418244_at,67877
1451700_a_at,100041982
1451700_a_at,67604
1434897_a_at,11739
1423616_at,21357
1417643_at,22092
1421133_at,100047693
1427095_at,109332
1448610_a_at,20656
1437185_s_at,100043712
1437185_s_at,666300
1437185_s_at,19240
1437185_s_at,100048142
1437185_s_at,100042318
1425893_a_at,14198
1423960_at,14792
1424564_at,66404
1425214_at,233571
1451782_a_at,63959
1419572_a_at,19300
1421677_at,80857
1415994_at,13106
1448198_a_at,67264
1448926_at,15402
1451352_s_at,116871
1427599_at,75388
1421700_at,71030
1421700_at,83556
1421700_at,246155
1421700_at,100046116
1418601_at,26358
1421930_at,54167
1421930_at,100048841
1439364_a_at,17390
1426963_at,100048879
1426963_at,217893
1435742_at,68734
1445459_at,20609
1422813_at,12299
1429994_s_at,72303
1422322_at,12663
1422420_at,17189
1448047_at,67459
1450884_at,12491
1429360_at,16599
1429360_at,100046855
1437841_x_at,105859
1429139_at,229603
1419100_at,20716
1416347_at,17283
1423385_at,56249
1418414_at,16510
1425992_at,104245
1425992_at,677366
1449977_at,13656
1415800_at,14609
1439199_at,100040437
1427114_at,72795
1448679_at,15587
1455915_at,14426
1422545_at,21385
1418471_at,18654
1439366_at,231413
1425987_a_at,16531
1424889_at,231042
1452142_at,232333
1448331_at,66916
1422891_at,14960
1422891_at,14968
1419236_at,117599
1419432_at,20690
1416412_at,18201
1427221_at,102680
1423368_at,17775
1427270_a_at,100383
1425061_at,245880
1418344_at,60455
1419962_at,97998
1451949_at,634338
1451949_at,634541
1451949_at,16061
1451949_at,100048770
1451949_at,634222
1451949_at,238447
1451949_at,640701
1451949_at,629893
1451949_at,634206
1451949_at,634100
1451949_at,111507
1451949_at,380792
1436517_at,243529
1449490_at,17193
1460359_at,668675
1460359_at,71703
1460359_at,100044266
1423101_at,76498
1428257_s_at,67068
1423022_at,11551
1422202_at,21834
1416756_at,81489
1417041_at,20016
1421217_a_at,16859
1451972_at,170772
1451972_at,545216
1451972_at,100046012
1416931_at,65102
1450143_at,19419
1424416_at,71966
1452214_at,20482
1420285_at,434585
1420285_at,81845
1421342_at,16539
1421775_at,14125
1451243_at,215615
1418979_at,105387
1425938_a_at,66120
1423765_at,212974
1453780_at,100036525
1448923_at,23992
1415834_at,67603
1454686_at,100045092
1454686_at,212427
1454686_at,381280
1425377_at,22408
1437134_at,100041926
1450935_at,22592
1452341_at,93747
1438655_a_at,100040611
1438655_a_at,100043876
1438655_a_at,665812
1438655_a_at,68436
1438655_a_at,100048552
1416840_at,68041
1424397_at,72162
1422977_at,14724
1427772_at,246082
1448262_at,26445
1449117_at,16478
1416997_a_at,15114
1424335_at,66812
1460693_a_at,12841
1460300_a_at,17005
1422483_a_at,670717
1422483_a_at,672195
1422483_a_at,13063
1422483_a_at,100045925
1422483_a_at,100048270
1422652_at,12964
1431575_at,75863
1426894_s_at,98952
1416111_at,12522
1449436_s_at,218963
1426502_s_at,76282
1449985_at,100046978
1449985_at,73495
1427084_a_at,399510
1448743_at,99167
1451189_at,71971
1457265_at,338351
1454941_at,100045684
1423465_at,100046401
1426739_at,60364
1438441_at,15904
1419135_at,16994
1417257_at,12613
1448233_at,19122
1451482_at,233057
1451104_a_at,20637
1424855_at,99035
1420336_at,66548
1424683_at,66270
1439377_x_at,107995
1416699_at,67388
1452913_at,66425
1421297_a_at,12288
1450967_at,66775
1435578_s_at,13131
1431752_a_at,68205
1455045_at,27364
1425090_s_at,99738
1427560_at,20475
1451648_a_at,14276
1421663_at,71412
1420899_at,19330
1417827_at,59007
1439440_x_at,23999
1449215_at,56517
1449184_at,21946
1449184_at,100047396
1427624_s_at,50929
1427624_s_at,116849
1416027_at,18570
1460254_at,66431
1448653_at,13626
1460428_at,68420
1434883_at,67154
1419542_at,13164
1448987_at,11363
1416630_at,15903
1456464_x_at,100045981
1456464_x_at,229521
1428667_at,17161
1437642_at,231801
1426994_at,98432
1450718_at,23921
1422253_at,12813
1416916_at,13710
1417724_at,21681
1422242_at,13219
1455540_at,227231
1417956_at,12683
1453106_a_at,67897
1422193_at,14919
1448134_at,27355
1429582_at,67991
1450534_x_at,14972
1450534_x_at,100044874
1416297_s_at,18489
1421503_at,11994
1417143_at,14745
1428588_a_at,670250
1428588_a_at,107733
1416546_a_at,628477
1416546_a_at,383462
1416546_a_at,627889
1416546_a_at,19988
1416546_a_at,620213
1416546_a_at,432502
1416546_a_at,100046435
1452551_at,18153
1423631_at,23958
1419364_a_at,621699
1419364_a_at,664812
1419364_a_at,634044
1419364_a_at,209589
1419364_a_at,20115
1419364_a_at,270148
1419364_a_at,674215
1419364_a_at,624124
1424473_at,665137
1424473_at,245841
1422880_at,19027
1434489_at,234683
1441659_at,70127
1450266_at,20264
1417687_at,56072
1431388_at,67973
1447957_at,52222
1460696_at,226527
1428810_at,72658
1423015_at,170643
1451624_a_at,73373
1419504_at,68393
1419504_at,100047046
1423109_s_at,57279
1449273_at,76884
1451936_a_at,100044101
1451936_a_at,26462
1434279_at,14102
1427409_at,216438
1427409_at,100045044
1415721_a_at,74763
1460647_a_at,13864
1415844_at,20983
1451214_at,210973
1426342_at,68292
1423511_at,66403
1452587_at,628030
1452587_at,66713
1422275_at,14764
1435447_at,17339
1430265_at,66884
1422583_at,69908
1426124_a_at,12747
1426187_a_at,23897
1426187_a_at,20461
1422510_at,69274
1426440_at,66375
1449863_a_at,13395
1453084_s_at,69700
1438649_x_at,23980
1436959_x_at,56876
1424477_at,231832
1425114_at,19647
1427238_at,50764
1434003_a_at,330817
1454770_at,12426
1416934_at,17772
1451938_a_at,20649
1432444_a_at,66266
1427633_a_at,18491
1454652_at,53861
1450518_at,30942
1454639_x_at,100042155
1454639_x_at,67945
1449871_at,76365
1422072_a_at,14867
1450154_at,53320
1450729_at,23908
1452110_at,210009
1416648_at,13424
1452135_at,75512
1451239_a_at,231583
1437943_s_at,17256
1419201_at,56538
1421837_at,100047828
1421837_at,627833
1421837_at,100039979
1421837_at,100042388
1421837_at,666746
1421837_at,100039740
1421837_at,676019
1421837_at,667377
1421837_at,100047329
1421837_at,100042791
1421837_at,632022
1421837_at,668451
1421837_at,20084
1421837_at,384525
1421837_at,674425
1450024_at,24069
1419344_at,21645
1422014_at,114142
1416874_a_at,54624
1456169_at,226654
1416802_a_at,67849
1424192_at,68948
1449970_at,60594
1451500_at,234395
1451777_at,234311
1418371_at,68097
1427141_at,77022
1424157_at,259300
1448910_at,111175
1419533_at,18071
1424038_a_at,69683
1427895_at,69535
1424320_a_at,224619
1418855_at,73730
1417667_a_at,19212
1425269_at,54519
1422659_at,108058
1450970_at,100047762
1450970_at,14718
1417516_at,13198
1452124_at,11735
1419027_s_at,56356
1427462_at,13557
1449332_at,57756
1416205_at,12091
1424352_at,277753
1421713_at,83491
1450780_s_at,666235
1450780_s_at,15364
1450894_a_at,11773
1450894_a_at,667587
1448009_at,100044322
1448009_at,320011
1438243_at,56613
1428062_at,109697
1451931_x_at,14964
1451931_x_at,14980
1437985_a_at,69662
1425182_x_at,13646
1443464_at,20649
1418161_at,57340
1416856_at,66680
1423652_at,69046
1422232_at,18935
1416260_a_at,56440
1427187_at,210004
1434032_at,213990
1423534_at,18567
1452606_at,100042415
1452606_at,76915
1452606_at,100044491
1425412_at,216799
1419460_at,67053
1418884_x_at,22142
1418884_x_at,100045728
1418884_x_at,636070
1449793_at,103768
1449793_at,100045019
1448330_at,433943
1448330_at,100043965
1448330_at,14862
1450707_at,60425
1452205_x_at,21580
1416532_at,100683
1434659_at,78937
1418178_at,100047943
1425312_s_at,52670
1422601_at,20723
1420892_at,22422
1436007_a_at,233802
1436007_a_at,100048066
1419965_at,73710
1419965_at,627110
1427643_at,100049166
1435834_at,100040608
1434793_at,242584
1451958_at,100045341
1456064_at,229694
1432346_a_at,22295
1424179_at,78670
1425779_a_at,100044104
1425779_a_at,21380
1452799_at,75578
1416350_at,118445
1448939_at,30940
1423881_at,52036
1424816_at,214932
1460412_at,70370
1450628_at,56017
1417727_at,108014
1420352_at,70835
1421266_s_at,18036
1449413_at,93734
1427736_a_at,54199
1452222_at,22288
1452357_at,14724
1423323_at,56753
1416238_at,21846
1416336_s_at,20641
1416336_s_at,100043882
1424066_at,224907
1427022_at,72047
1426052_at,217716
1452462_a_at,53325
1424923_at,20715
1452326_at,69047
1425593_at,212999
1418757_at,70928
1449045_at,114896
1416901_at,67963
1460251_at,14102
1451261_s_at,106766
1430549_at,54399
1425559_a_at,20216
1435235_at,53382
1418328_at,100134861
1456642_x_at,20194
1427165_at,16164
1460609_at,72656
1450774_at,114654
1449761_at,102422
1419720_at,54368
1418734_at,497653
1420475_at,14489
1450110_at,11529
1450543_at,231646
1456617_a_at,100046208
1456617_a_at,67204
1424171_a_at,14651
1435966_x_at,68537
1451561_at,233210
1420441_at,12617
1450761_s_at,116838
1460583_at,66964
1425338_at,18798
1419513_a_at,13605
1434875_a_at,94353
1421508_at,23963
1421508_at,100044065
1435431_at,69666
1422163_at,14218
1422163_at,100047960
1419366_at,67178
1432849_at,67457
1429451_at,67157
1425095_at,213811
1449009_at,21822
1449009_at,100039796
1416185_a_at,11532
1416185_a_at,635419
1425407_s_at,26888
1418905_at,26425
1421714_at,140765
1452732_at,67855
1450688_at,19732
1420307_a_at,56305
1438234_at,226757
1438234_at,100045629
1460337_at,58194
1419061_at,11854
1417010_at,30928
1423401_at,14011
1448166_a_at,19170
1424104_at,68592
1455408_at,271844
1416419_s_at,57436
1451711_at,22412
1418718_at,66102
1435420_at,232156
1428117_x_at,100040603
1428117_x_at,100040631
1428117_x_at,21648
1428117_x_at,100043890
1428117_x_at,100040563
1428117_x_at,100040531
1450650_at,17909
1423626_at,13518
1423626_at,100047109
1420655_at,116939
1451295_a_at,107932
1448013_at,329908
1417921_at,72515
1417921_at,67683
1417921_at,674157
1438835_a_at,20624
1435853_at,380997
1421240_at,78943
1425764_a_at,12036
1442494_at,98068
1451357_at,68047
1434377_x_at,434404
1434377_x_at,667739
1434377_x_at,667922
1434377_x_at,20104
1434377_x_at,623245
1434377_x_at,216036
1434377_x_at,545640
1434377_x_at,666577
1434377_x_at,624159
1434377_x_at,639593
1434377_x_at,100043734
1434377_x_at,667717
1434377_x_at,676494
1434377_x_at,668015
1448984_at,50505
1448252_a_at,55949
1447978_at,97003
1420903_at,20447
1420737_at,56523
1449193_at,11801
1422846_at,19660
1415725_at,106298
1418488_s_at,72388
1417628_at,20926
1418834_at,117197
1449887_at,100044854
1449887_at,66371
1449392_at,15485
1416983_s_at,56458
1450671_at,12957
1419728_at,20311
1419728_at,100044702
1437338_x_at,74195
1423512_at,105351
1438647_x_at,26370
1422248_at,16370
1422248_at,100045585
1426100_a_at,57813
1415695_at,26440
1420698_at,14780
1449440_at,64899
1449749_s_at,224481
1431280_at,103266
1446829_at,52545
1426298_at,100045612
1426298_at,16372
1451108_at,193670
1452425_at,230979
1426816_at,75665
1451266_at,28028
1427611_at,14602
1429328_at,386649
1455641_at,72244
1419857_at,66113
1437000_at,110524
1418739_at,27219
1433765_at,217342
1433678_at,104759
1422169_a_at,12064
1417090_at,19672
1424962_at,229302
1422276_at,57385
1420803_at,83559
1420003_at,100609
1456115_at,213109
1427280_at,110876
1418427_at,16573
1418171_at,100045031
1418171_at,66684
1448531_at,16907
1425222_x_at,236293
1452026_a_at,66350
1450834_at,14345
1418634_at,18128
1418300_a_at,17347
1425376_at,11688
1429041_at,381598
1424782_at,67171
1431761_at,67464
1422290_at,15552
1451279_at,111173
1451279_at,100048600
1448527_at,56426
1417028_a_at,80890
1421164_a_at,16801
1453162_at,67205
1431182_at,15481
1431182_at,641192
1417998_at,100048119
1417998_at,56351
1417998_at,100043508
1417998_at,625732
1422803_at,83554
1420531_at,15496
1423541_at,67645
1452213_at,21763
1437715_x_at,11792
1425599_a_at,67210
1421776_at,117005
1416278_a_at,432676
1416278_a_at,28080
1416278_a_at,100047429
1427016_at,229227
1418724_at,100047470
1426901_s_at,216874
1426901_s_at,100048818
1450277_at,12000
1449782_at,105095
1450572_at,11648
1421338_at,100047149
1436896_at,210925
1450424_a_at,16068
1426263_at,260299
1448082_at,12723
1450823_at,18292
1449050_at,19687
1425185_at,78825
1451483_s_at,73420
1416345_at,30058
1416345_at,100039343
1416345_at,100046413
1418189_s_at,72289
1418177_at,14406
1450318_a_at,18442
1422433_s_at,15926
1419190_at,53611
1419267_at,18045
1449826_a_at,14173
1427239_at,81896
1425556_at,69131
1419772_at,17354
1422105_at,12501
1419417_at,22341
1443605_at,97544
1434514_at,229700
1418467_at,66993
1419484_a_at,14467
1428001_at,22095
1441146_at,96861
1448030_at,100039902
1420764_at,20284
1448976_at,54723
1416253_at,100043858
1449459_s_at,142688
1427180_at,26568
1453086_at,321008
1416218_x_at,100043732
1416218_x_at,19981
1416218_x_at,100042986
1416218_x_at,668941
1416218_x_at,632394
1424278_a_at,11799
1416199_at,16582
1418945_at,17392
1423493_a_at,18032
1418077_at,100045519
1418077_at,20821
1427805_at,15894
1420703_at,12982
1419835_s_at,18810
1427855_at,16120
1450090_at,22643
1454862_at,208177
1451260_at,72535
1426910_at,114774
1420919_at,170755
1423396_at,11606
1417043_at,16816
1434386_at,235574
1434386_at,100045884
1422639_at,116903
1426350_at,217664
1423135_at,21838
