From,To
1433436_s_at,105663
1427999_at,330959
1434896_at,77652
1434896_at,100043468
1428095_a_at,71764
1428862_at,74569
1426457_at,83997
1422329_a_at,18213
1422329_a_at,100047606
1455356_at,227634
1455356_at,664986
1427745_x_at,381818
1427745_x_at,100044247
1427745_x_at,100044541
1427745_x_at,114600
1416599_at,83396
1424726_at,232086
1421926_at,19094
1436809_a_at,675593
1436809_a_at,20729
1436809_a_at,100046080
1448980_at,58991
1417115_at,26404
1449527_at,93878
1424288_at,231803
1428042_at,627270
1436677_at,66293
1418615_at,11899
1421660_at,20274
1417459_at,13184
1417459_at,100046808
1417459_at,100046800
1460444_at,109689
1437364_at,230027
1427546_at,27404
1417394_at,16600
1417531_at,13109
1416069_at,56421
1417872_at,14199
1423407_a_at,14115
1416724_x_at,21413
1452114_s_at,16011
1437141_x_at,69190
1428511_at,68961
1452097_a_at,674944
1452097_a_at,235584
1449750_at,106839
1448106_at,67602
1420027_at,97923
1426902_at,217707
1421292_a_at,58202
1456542_s_at,76563
1423279_at,20505
1456430_at,67120
1448209_a_at,59049
1415730_at,269061
1422911_at,56410
1426282_at,235106
1421877_at,26420
1438286_at,100044257
1438286_at,170711
1425346_at,57908
1417414_at,24050
1449533_at,67888
1431262_at,100041195
1450476_at,12802
1437835_a_at,68295
1422498_at,75625
1427757_at,108005
1427757_at,100047222
1448274_at,12261
1427070_at,101113
1454268_a_at,13057
1451457_at,235293
1447494_at,52819
1418815_at,12558
1418815_at,100044363
1451172_at,67808
1421226_at,83433
1448163_at,26384
1448163_at,231914
1448163_at,667410
1448484_at,668888
1448484_at,637118
1448484_at,100040814
1448484_at,100041585
1448484_at,100043304
1448484_at,666251
1448484_at,11702
1449280_at,71690
1427750_at,16081
1435628_x_at,192885
1421690_s_at,11604
1416537_at,171508
1450791_at,18158
1424824_at,105439
1433507_a_at,545982
1433507_a_at,100047827
1433507_a_at,638323
1433507_a_at,626954
1433507_a_at,100039489
1433507_a_at,15331
1433507_a_at,100041437
1433507_a_at,100043129
1433507_a_at,100042405
1433507_a_at,671242
1433507_a_at,626075
1433507_a_at,633596
1433507_a_at,633752
1433507_a_at,100041826
1433507_a_at,625514
1433507_a_at,627375
1433507_a_at,100043385
1433507_a_at,100045975
1433507_a_at,666103
1433507_a_at,100044482
1433507_a_at,100043730
1418402_at,11492
1418402_at,100045780
1417284_at,227743
1418616_at,17135
1416227_at,11867
1448219_a_at,22631
1448219_a_at,100043062
1421483_at,16872
1427230_at,230991
1417524_at,100044812
1417524_at,12794
1448638_at,105837
1450127_a_at,14527
1426422_at,212139
1418872_at,18669
1433570_s_at,78689
1419149_at,18787
1422505_at,93696
1420771_at,20758
1449536_at,84036
1452480_at,78774
1456465_at,229517
1424448_at,633467
1424448_at,94088
1448251_at,71566
1416435_at,17000
1421617_at,171382
1420549_at,100048720
1420549_at,14468
1420549_at,100047734
1426496_at,67936
1455152_at,107197
1455493_at,64009
1425218_a_at,117158
1419581_at,13385
1460423_x_at,16081
1433211_at,20129
1423011_at,14013
1417089_a_at,12716
1425512_at,26400
1425512_at,100044509
1425512_at,100039590
1430291_at,68813
1450197_at,19892
1436670_x_at,75541
1421494_at,68673
1419184_a_at,14200
1419639_at,13642
1423625_a_at,67713
1450965_at,21766
1421230_a_at,76626
1437730_at,71978
1439296_at,54630
1448946_at,16570
1448019_at,330177
1452691_at,545866
1452691_at,76938
1449788_at,68021
1427033_at,71972
1416294_at,12748
1417314_at,14962
1415888_at,15191
1451654_x_at,235956
1437808_x_at,16154
1416866_at,12068
1423529_at,14378
1419138_at,54218
1419452_at,56207
1419033_at,70415
1416894_at,66245
1451152_a_at,11931
1426727_s_at,100039405
1451098_at,667207
1451098_at,234852
1426674_at,27979
1426674_at,100047993
1424046_at,12235
1420793_at,17843
1420674_at,26970
1433883_at,665825
1433883_at,326618
1426022_a_at,22351
1420734_at,54646
1434229_a_at,18970
1417442_a_at,56535
1422097_at,67555
1428454_at,192197
1421667_at,14767
1424574_at,100046567
1424574_at,73130
1455202_at,100045737
1428237_at,100046298
1428237_at,433693
1445116_at,30940
1425426_a_at,17258
1425426_a_at,100047837
1420812_at,100046926
1420812_at,56233
1424439_at,69864
1424600_at,76507
1438949_at,101489
1456009_x_at,21976
1421754_at,170798
1421570_at,100044793
1421570_at,16199
1419733_at,67537
1448632_at,19171
1419715_at,66479
1449713_at,52609
1417021_a_at,26972
1422465_a_at,18230
1422271_at,19065
1417227_at,72039
1424015_at,19347
1424015_at,100046953
1419559_at,64385
1452710_at,71989
1415816_at,12468
1454638_a_at,18478
1427862_at,65104
1417323_at,56742
1416964_at,65967
1422758_at,54371
1456135_s_at,19303
1423202_a_at,20185
1448382_at,74147
1418502_a_at,170719
1457308_at,77593
1420601_at,14531
1426046_a_at,56187
1418975_at,80987
1418008_at,67367
1427216_at,319146
1450638_at,100042424
1450638_at,56330
1416788_a_at,15929
1433867_at,69155
1426547_at,14473
1434827_at,386612
1449166_at,66166
1427982_s_at,319565
1460228_at,100047980
1460228_at,22282
1452232_at,108150
1424378_at,100017
1451435_at,13047
1453089_at,73234
1417448_at,108707
1427523_at,20473
1418778_at,66815
1448178_a_at,12462
1433918_at,235040
1418305_s_at,68147
1418124_at,68032
1449821_a_at,100047915
1449821_a_at,76890
1436336_at,329384
1417180_at,18554
1460649_at,16179
1415805_at,109791
1416953_at,14219
1421472_at,58212
1436820_at,216858
1452091_a_at,68272
1426235_a_at,240219
1426235_a_at,14645
1420355_at,14772
1437626_at,12193
1450870_at,56044
1426530_a_at,71778
1448690_at,16525
1452454_at,231452
1452454_at,100044125
1427670_a_at,21406
1419704_at,100041375
1419704_at,53973
1421113_at,58803
1422536_at,21954
1424577_at,229524
1424112_at,16004
1423744_x_at,100048746
1423744_x_at,26905
1423744_x_at,100039419
1423987_at,66440
1423987_at,668450
1450920_at,12442
1453175_at,109929
1422294_at,23832
1420187_at,97687
1425518_at,56508
1448842_at,12583
1416768_at,68552
1424088_at,60315
1416389_a_at,105670
1449074_at,67077
1425681_a_at,26434
1422221_at,100046086
1448093_s_at,98108
1425041_at,16871
1418700_at,79464
1426944_at,231672
1423182_at,57916
1426212_s_at,234371
1417020_at,69281
1452812_at,330814
1431721_a_at,66901
1455388_at,319263
1452380_at,13841
1449683_x_at,73710
1449683_x_at,627110
1425220_x_at,236546
1425220_x_at,236219
1425220_x_at,54382
1425220_x_at,100038935
1425220_x_at,100038937
1425220_x_at,100045354
1425220_x_at,236220
1448730_at,12873
1419153_at,668443
1419153_at,68026
1419153_at,433368
1456136_at,16580
1456136_at,100044006
1456136_at,100044746
1456136_at,100042970
1436889_at,14394
1448879_at,664953
1448879_at,625181
1448879_at,545578
1448879_at,100045901
1448879_at,100040980
1448879_at,100040394
1448879_at,22195
1448879_at,100042355
1448879_at,668232
1448879_at,100040961
1434143_at,234776
1426619_at,383619
1455076_a_at,71177
1447983_at,18139
1438680_at,319974
1460670_at,66878
1434703_at,54616
1460190_at,11768
1451960_a_at,19714
1424305_at,16069
1433878_at,99045
1452561_at,319387
1424289_at,209212
1417242_at,434050
1417242_at,434080
1417242_at,668137
1417242_at,641170
1417242_at,192170
1448972_at,100044431
1448972_at,14799
1449300_at,80281
1421744_at,22164
1421948_a_at,72140
1421948_a_at,636311
1420682_at,11443
1452203_at,109019
1455035_s_at,67134
1455035_s_at,383425
1422109_at,19724
1421760_at,19208
1450386_at,16648
1418323_at,14155
1422542_at,23890
1436528_at,107250
1450047_at,50786
1417011_at,15529
1417104_at,13732
1417409_at,16476
1416642_a_at,22070
1416642_a_at,100043703
1416642_a_at,100038852
1416642_a_at,497210
1439964_at,66817
1450614_x_at,15968
1416571_at,22032
1460301_at,100039479
1460301_at,81016
1460301_at,636697
1460301_at,434526
1416309_at,108907
1427953_at,208836
1417609_at,22209
1418085_at,18762
1417546_at,16185
1418352_at,15486
1425250_a_at,27411
1421365_at,14313
1450515_at,16514
1423811_at,75062
1417191_at,625253
1417191_at,27362
1415954_at,114228
1450187_a_at,14430
1447935_at,104806
1428122_s_at,100047480
1428122_s_at,72543
1436791_at,22418
1422255_at,16492
1425786_a_at,26386
1438554_x_at,22384
1460673_at,14287
1449877_s_at,16580
1449877_s_at,100044006
1449877_s_at,100044746
1449877_s_at,100042970
1434227_at,64661
1426253_at,66768
1449316_at,106648
1434970_a_at,27395
1449962_at,100040635
1419653_a_at,432554
1419653_a_at,13207
1418916_a_at,75396
1460699_at,100043692
1460699_at,100043813
1460699_at,100043572
1460699_at,57294
1460699_at,100043030
1417898_a_at,14938
1418143_at,22365
1417125_at,269378
1417125_at,677344
1429219_at,67454
1426303_at,218271
1419426_s_at,18829
1419426_s_at,100038965
1452248_at,269608
1452276_at,13990
1427002_s_at,74008
1460438_at,217779
1460438_at,100044319
1422807_at,100046958
1422807_at,11844
1437401_at,16000
1419122_at,17299
1423085_at,13643
1427926_at,270118
1427926_at,100039223
1416521_at,20364
1425341_at,16527
1420204_at,57377
1455434_a_at,16709
1451513_x_at,20700
1423265_at,17330
1423265_at,545668
1424000_a_at,621119
1424000_a_at,623114
1424000_a_at,675517
1424000_a_at,27207
1424000_a_at,668255
1436198_at,100125933
1428578_s_at,68507
1448179_at,66477
1417647_at,69178
1449919_at,16701
1431270_a_at,66595
1423235_at,11774
1452178_at,18810
1451599_at,230784
1419041_at,71927
1417173_at,12915
1451810_at,224419
1428238_at,100046298
1428238_at,433693
1426834_s_at,229473
1426669_at,223978
1449236_at,13389
1427440_a_at,280662
1428442_at,613262
1423725_at,102866
1422770_at,19364
1431848_at,26360
1460543_x_at,100043732
1460543_x_at,19981
1460543_x_at,100042986
1460543_x_at,668941
1460543_x_at,632394
1452304_a_at,54324
1419380_at,94187
1419380_at,100046333
1420804_s_at,17474
1434517_at,268752
1423545_a_at,22680
1423055_at,18196
1423526_at,56380
1424735_at,227731
1420735_at,14409
1435030_at,326622
1426479_a_at,72029
1426517_at,14687
1454750_a_at,212123
1425305_at,114565
1425738_at,108005
1425738_at,100047222
1416009_at,56434
1449140_at,52653
1422096_at,100045417
1420757_at,17877
1418656_at,100046579
1418656_at,100044729
1418656_at,665903
1418656_at,66373
1418051_at,13848
1444959_at,52079
1427435_at,66427
1427435_at,100047577
1419801_x_at,319670
1435821_s_at,100336
1417214_at,80718
1425737_at,72438
1450274_at,628490
1450274_at,110931
1450274_at,637898
1450274_at,637873
1450274_at,75835
1451813_at,18387
1432431_s_at,72899
1432431_s_at,100039633
1418013_at,434057
1418013_at,66116
1448912_at,56745
1420397_a_at,56381
1420525_a_at,18416
1438696_at,13616
1450348_at,80721
1427119_at,20731
1448421_s_at,66695
1448211_at,76252
1418478_at,109594
1455832_a_at,22247
1455505_at,234366
1455505_at,100047029
1421696_at,100126676
1449151_at,18557
1426886_at,211286
1421623_at,16162
1426974_at,216440
1450288_at,12563
1421406_at,93685
1460374_at,11495
1451643_a_at,19342
1436643_x_at,66438
1415934_at,108679
1425888_at,347724
1425888_at,170733
1418959_at,80893
1454778_x_at,100040426
1454778_x_at,100039820
1454778_x_at,100047282
1454778_x_at,100041786
1454778_x_at,100044740
1454778_x_at,54127
1454778_x_at,621588
1454778_x_at,100047305
1454778_x_at,100044132
1454778_x_at,100043527
1454778_x_at,100042864
1433756_at,74648
1417285_a_at,68202
1460338_a_at,54394
1453788_at,16842
1427573_at,12212
1424916_x_at,233893
1423448_at,19326
1448213_at,16952
1452525_a_at,18015
1421112_at,18088
1418357_at,100047726
1418357_at,67293
1418357_at,15228
1421203_at,11438
1418509_at,12409
1421286_a_at,11944
1416469_at,269593
1448307_at,56088
1418455_at,56358
1429295_s_at,69716
1421739_a_at,17179
1450088_a_at,17433
1452038_at,12340
1452038_at,632682
1452038_at,546155
1452038_at,100041985
1423139_at,57773
1419552_at,52665
1424929_a_at,22670
1422501_s_at,67834
1433581_at,68861
1433581_at,100044725
1424357_at,235135
1452562_at,20592
1419480_at,20343
1455883_a_at,74342
1416678_at,26572
1416226_at,11867
1419336_at,13863
1424838_at,230822
1449456_a_at,17228
1421279_at,16782
1418989_at,13034
1420600_at,22018
1439479_at,226413
1427324_at,330189
1420718_at,23964
1421729_a_at,14158
1426119_at,22172
1450642_at,70354
1423217_a_at,67922
1460450_at,225339
1419225_at,12294
1424356_a_at,210029
1421768_a_at,26556
1418556_at,12344
1451171_at,224008
1434637_x_at,20467
1452625_at,70382
1424073_at,68251
1418779_at,19671
1417272_at,68303
1422210_at,15221
1422844_a_at,666553
1422844_a_at,70465
1424908_at,69606
1450475_at,13393
1434010_at,100045775
1434010_at,72750
1438291_x_at,100043481
1438291_x_at,100047207
1438291_x_at,100040532
1449282_at,58861
1425704_at,192970
1427217_at,218311
1449487_at,67929
1421428_at,63993
1416292_at,11757
1419248_at,19735
1417575_at,68149
1425010_at,104349
1417248_at,19765
1427407_s_at,109181
1450178_at,114642
1449947_s_at,11906
1455008_at,100048021
1455008_at,14673
1451331_at,19049
1454860_x_at,13135
1451808_at,16520
1420377_at,20450
1424364_a_at,66152
1424364_a_at,622178
1425889_at,216795
1418058_at,170757
1423838_s_at,71955
1426216_at,67542
1421599_at,50787
1450307_x_at,67552
1426064_at,337924
1454454_at,15569
1422482_at,20174
1418706_at,76257
1437615_s_at,107305
1434901_at,667192
1434901_at,381990
1448745_s_at,16939
1420729_at,236546
1420729_at,236219
1420729_at,54382
1420729_at,100038935
1420729_at,100038937
1420729_at,100045354
1420729_at,236220
1435519_at,100048397
1435519_at,215449
1418335_a_at,116905
1451823_at,229927
1415760_s_at,11927
1450102_a_at,100046262
1448195_at,102162
1427004_at,230904
1428784_at,78816
1448334_a_at,12453
1418224_at,56529
1437120_at,209131
1424743_at,72106
1416398_at,80889
1448697_s_at,100048339
1448697_s_at,19982
1448697_s_at,675869
1448697_s_at,666243
1448697_s_at,100043787
1448697_s_at,100040331
1448697_s_at,66483
1448697_s_at,665277
1448697_s_at,624713
1448697_s_at,668870
1448697_s_at,100043893
1448697_s_at,667549
1416223_at,79566
1451298_at,217198
1421501_a_at,111173
1421501_a_at,100048600
1425651_at,75570
1421089_a_at,72400
1418084_at,18186
1448589_at,66046
1434469_at,73945
1431464_a_at,54128
1424041_s_at,100044326
1423909_at,66058
1424322_at,77622
1423706_a_at,110208
1420354_at,83674
1415683_at,18107
1417322_at,102115
1420156_at,102391
1416107_at,18197
1428052_a_at,68310
1421486_at,13655
1422002_at,17119
1460739_at,52915
1417743_at,12748
1435331_at,100048304
1419602_at,15399
1416434_at,12049
1448854_s_at,17835
1437993_x_at,110391
1437993_x_at,100045858
1427879_at,69171
1418123_at,22248
1419732_at,65079
1417906_at,100042130
1417906_at,100042055
1417906_at,100043031
1417906_at,100041729
1417906_at,100041910
1417906_at,385138
1417906_at,100041849
1417906_at,100042114
1417906_at,71826
1424776_a_at,246696
1421316_at,66195
1450555_at,83555
1427522_at,244867
1434850_at,404710
1415897_a_at,56615
1432480_a_at,68107
1432480_a_at,100044557
1426327_s_at,109910
1426327_s_at,12803
1426327_s_at,664779
1450273_at,107527
1422918_at,73626
1422918_at,100040208
1422918_at,100044143
1427393_at,14071
1427038_at,18619
1421978_at,14417
1419310_s_at,19727
1451118_a_at,74504
1448892_at,67299
1418042_a_at,27416
1420693_at,17929
1416085_s_at,100047896
1416085_s_at,22682
1422467_at,19063
1449968_s_at,56360
1435528_at,52838
1427859_at,667881
1422762_at,16559
1438616_x_at,20944
1432384_a_at,67011
1437472_at,382018
1426459_s_at,106064
1452367_at,107684
1427801_at,170657
1420810_at,56398
1420810_at,100048622
1419148_at,11567
1422647_at,19763
1419400_at,17777
1451030_at,77337
1416626_at,18778
1416806_at,14149
1416798_a_at,56520
1451976_s_at,73381
1427968_at,245583
1427968_at,100039551
1451097_at,22323
1426959_at,71911
1422692_at,100046149
1422692_at,20024
1460637_s_at,56612
1417422_at,14711
1418620_at,11859
1425164_a_at,18682
1449465_at,19699
1418091_at,81879
1439455_x_at,12340
1439455_x_at,632682
1439455_x_at,546155
1439455_x_at,100041985
1420193_at,16667
1417976_at,11486
1440874_at,240726
1417234_at,17385
1424679_at,17116
1448485_at,14598
1422984_at,269713
1448562_at,22271
1425295_at,93726
1425678_a_at,20623
1425678_a_at,100041193
1425678_a_at,100044493
1423873_at,67207
1450693_at,56533
1420412_at,22035
1428648_at,71902
1435816_at,434404
1435816_at,667739
1435816_at,667922
1435816_at,20104
1435816_at,623245
1435816_at,216036
1435816_at,545640
1435816_at,666577
1435816_at,624159
1435816_at,639593
1435816_at,100043734
1435816_at,667717
1435816_at,676494
1435816_at,668015
1449665_at,75768
1422147_a_at,53357
1449232_at,14460
1426724_at,218501
1426724_at,71994
1426724_at,100047856
1423516_a_at,18074
1419528_at,20865
1419528_at,20859
1419528_at,100043194
1448214_at,100044400
1422564_at,83766
1422356_at,113857
1421844_at,16180
1436032_at,67500
1420543_at,246738
1450754_at,56808
1450754_at,100046259
1416479_a_at,66154
1416844_at,15468
1452596_at,17749
1452596_at,100046796
1438483_at,18125
1450063_at,100044570
1420281_at,12841
1419914_s_at,100047601
1450118_a_at,21957
1452406_x_at,170942
1434518_at,110094
1422055_at,671548
1422055_at,17318
1448763_at,67979
1422370_at,18348
1450128_at,18780
1415715_at,68366
1450840_a_at,100039760
1450840_a_at,100042644
1450840_a_at,67248
1425799_at,226564
1424212_at,68118
1450287_at,27386
1427719_s_at,114566
1417026_at,67199
1420884_at,66402
1436851_at,19216
1451900_at,100044767
1451900_at,170731
1430290_at,664903
1430290_at,100045504
1430290_at,677027
1430290_at,100042335
1430290_at,267019
1430290_at,100042173
1430290_at,639162
1430290_at,100043843
1430290_at,676847
1430290_at,434460
1434044_at,58887
1418937_at,13371
1457379_at,224020
1419820_at,241035
1415813_at,11800
1421616_at,14811
1421616_at,100045356
1418275_a_at,69257
1424606_at,235415
1436822_x_at,100042880
1436822_x_at,100042067
1436822_x_at,100046300
1436822_x_at,100047874
1436822_x_at,666911
1436822_x_at,100045527
1436822_x_at,100048228
1436822_x_at,100040929
1436822_x_at,100040745
1436822_x_at,640532
1436822_x_at,319195
1436822_x_at,667711
1436822_x_at,100042347
1436822_x_at,666933
1436822_x_at,666395
1436822_x_at,545379
1436822_x_at,100041933
1425818_at,75116
1425044_at,16522
1419131_at,14060
1452453_a_at,12322
1433941_at,170835
1454698_at,57874
1424869_at,100045214
1421405_at,22776
1426209_at,97387
1418657_at,70020
1418050_at,14756
1423856_at,78977
1449785_at,103569
1435857_s_at,11803
1416244_a_at,12785
1451600_s_at,13909
1451600_s_at,382053
1423533_a_at,59040
1420124_s_at,102791
1419998_at,224171
1448913_at,83797
1416478_a_at,17448
1426049_a_at,57321
1452016_at,11690
1424645_at,217351
1422816_a_at,70603
1417273_at,27273
1448770_a_at,11983
1418174_at,13170
1428728_at,69663
1416236_a_at,14012
1417590_at,104086
1448414_at,19355
1423726_at,26949
1451255_at,54135
1435011_x_at,58810
1416590_a_at,19376
1422005_at,19106
1450604_at,57272
1420333_at,67402
1417249_at,54125
1451064_a_at,100047252
1451064_a_at,107272
1421855_at,14190
1447427_at,100040330
1417485_at,100046052
1417485_at,15891
1451479_a_at,68777
1426937_at,70717
1425330_a_at,19043
1425330_a_at,100048520
1419697_at,56066
1419697_at,630447
1417633_at,20657
1424520_at,69893
1419543_a_at,20462
1419543_a_at,623554
1448835_at,50496
1425231_a_at,22704
1443428_at,51991
1418881_at,117148
1451861_at,75124
1450907_at,66624
1450907_at,668896
1420572_at,170813
1430694_at,20845
1460197_a_at,117167
1433521_at,433667
1452395_at,381379
1421153_at,67573
1418787_at,17195
1424965_at,107321
1416041_at,20393
1428485_at,76459
1427557_at,223774
1449237_at,23801
1419375_at,22380
1457455_at,235469
1434320_at,269252
1418477_at,17180
1416137_at,11750
1427483_at,229731
1417884_at,104681
1452591_a_at,72083
1451393_at,74043
1426973_at,100129
1426082_a_at,229699
1426469_a_at,21374
1423563_at,260297
1423264_at,12181
1448784_at,216185
1448784_at,24075
1433510_x_at,668995
1433510_x_at,54217
1433510_x_at,622888
1433510_x_at,668885
1433510_x_at,665591
1433510_x_at,434394
1433510_x_at,100043718
1433510_x_at,100048508
1433510_x_at,622534
1433510_x_at,637553
1449630_s_at,226778
1428786_at,105855
1448497_at,13872
1460318_at,13009
1435783_at,320557
1423349_at,56468
1427507_at,319162
1429739_a_at,56218
1415935_at,64074
1422256_at,20606
1420637_at,110639
1451728_at,73447
1420471_at,15171
1421810_at,13356
1435347_at,20853
1448549_a_at,13478
1425613_at,100046137
1425613_at,100046214
1425613_at,12936
1425613_at,12937
1425613_at,12939
1425613_at,353236
1425613_at,353237
1425613_at,12942
1425613_at,12943
1425613_at,353234
1425613_at,12941
1425613_at,192161
1425613_at,192162
1425613_at,192164
1425613_at,116731
1425870_a_at,80906
1417987_at,26363
1449897_a_at,17763
1423814_at,72935
1417106_at,66314
1415963_at,56258
1419259_at,20163
1418831_at,56460
1460551_at,100045999
1460551_at,19384
1460551_at,640204
1460551_at,19428
1424258_at,69241
1432103_a_at,20408
1424537_at,71847
1424537_at,668958
1424537_at,100040781
1424537_at,630022
1424537_at,100048813
1424537_at,100040458
1424537_at,100040722
1424537_at,100040732
1424537_at,100040448
1424537_at,100042168
1424537_at,434725
1424537_at,434724
1424537_at,100040575
1424537_at,100040482
1424537_at,100040606
1424537_at,668963
1424537_at,100044046
1424537_at,100040698
1424537_at,100042159
1424537_at,100042254
1424537_at,100040533
1424537_at,668960
1424537_at,627264
1424537_at,100042275
1416907_at,22099
1420302_at,102401
1450777_at,24128
1415746_at,71722
1429638_at,78903
1436782_at,329557
1418679_at,14943
1416326_at,12925
1419353_at,13480
1451365_at,74111
1427959_at,213012
1423306_at,106878
1422790_at,18159
1429428_at,21416
1434299_x_at,67042
1450397_at,17755
1456037_x_at,50907
1437976_x_at,100041163
1437976_x_at,664936
1437976_x_at,631470
1437976_x_at,268449
1437976_x_at,666501
1437976_x_at,666738
1437976_x_at,100043755
1437976_x_at,620750
1437976_x_at,100041478
1437976_x_at,385336
1437976_x_at,621498
1437976_x_at,100046821
1437976_x_at,100039571
1437976_x_at,677025
1437976_x_at,384840
1437976_x_at,666448
1437976_x_at,619975
1437976_x_at,665716
1437976_x_at,666548
1425813_at,27392
1425560_a_at,67860
1449374_at,19193
1426126_a_at,101883
1431816_at,21778
1427529_at,14371
1417542_at,100048858
1417542_at,20112
1422466_at,18230
1427173_a_at,14548
1427173_a_at,100041328
1422361_at,21893
1427547_a_at,13487
1423189_at,101314
1451883_at,620316
1448890_at,16598
1429514_at,67916
1460227_at,21857
1416440_at,53599
1426175_a_at,17230
1433717_at,226178
1460375_at,627985
1460375_at,67674
1460375_at,665860
1426166_at,17844
1425646_at,225994
1423086_at,18145
1418530_at,59015
1426847_at,75387
1448685_at,675054
1448685_at,67267
1449965_at,17231
1426858_at,100046802
1420462_at,60367
1449046_a_at,66124
1416142_at,434404
1416142_at,667739
1416142_at,667922
1416142_at,20104
1416142_at,623245
1416142_at,216036
1416142_at,545640
1416142_at,666577
1416142_at,624159
1416142_at,639593
1416142_at,100043734
1416142_at,667717
1416142_at,676494
1416142_at,668015
1423673_at,223732
1427657_at,76457
1438632_x_at,21958
1418859_at,170767
1448986_x_at,246277
1448266_at,59022
1448266_at,665181
1460629_at,213980
1460629_at,94092
1421746_a_at,100047462
1421746_a_at,50760
1430853_a_at,73182
1421710_at,22754
1448032_at,27215
1422995_at,171543
1425425_a_at,24117
1419487_at,53311
1426599_a_at,20525
1422144_at,16326
1428093_at,67976
1429527_a_at,22038
1429527_a_at,433328
1429527_a_at,677340
1433439_at,266692
1417387_at,67279
1452086_at,76357
1421364_at,80749
1423559_at,16502
1450349_at,56216
1455264_at,67389
1449329_at,56525
1424432_at,226122
1422108_at,140491
1436255_at,381922
1453030_at,77853
1421695_at,140476
1420809_a_at,56398
1420809_a_at,100048622
1426317_at,170461
1426586_at,67863
1449076_x_at,104923
1425792_a_at,19885
1429758_at,74222
1429758_at,74211
1456647_a_at,14051
1427357_at,72269
1425566_at,19712
1419043_a_at,435565
1419043_a_at,60440
1430522_a_at,53620
1427290_at,64818
1451583_a_at,216829
1423784_at,353172
1424293_s_at,72519
1449644_at,236118
1434056_a_at,230075
1451504_at,100046321
1451504_at,66075
1421028_a_at,17260
1453613_at,319264
1456481_at,272636
1427893_a_at,68603
1437432_a_at,76681
1423515_at,20273
1419525_at,12352
1448670_at,100047012
1448670_at,22193
1428054_at,110891
1423815_at,52513
1427974_s_at,12289
1450002_at,14842
1449624_at,228684
1416535_at,666215
1416535_at,51812
1418915_at,67096
1451873_a_at,17129
1419136_at,105349
1418396_at,106512
1435129_at,19244
1435129_at,664835
1449590_a_at,17532
1416585_at,56505
1423914_at,100043986
1423914_at,217310
1422499_at,65970
1426735_at,636969
1426735_at,381314
1448283_a_at,50995
1433430_s_at,52563
1436566_at,217371
1435006_s_at,11306
1450004_at,53603
1436187_at,68841
1426713_s_at,633677
1426713_s_at,107508
1419387_s_at,17063
1421580_at,53321
1423079_a_at,100043869
1423079_a_at,100044630
1423079_a_at,673754
1423079_a_at,665722
1423079_a_at,67952
1451903_at,70789
1417407_at,101358
1452382_at,474332
1417114_at,23885
1423309_at,22134
1423309_at,22135
1418801_at,74570
1423777_at,74270
1434016_at,387524
1448940_at,100045519
1448940_at,20821
1425278_at,140630
1424182_at,110446
1438968_x_at,20733
1438114_x_at,13644
1425848_a_at,66959
1417541_at,15201
1416431_at,67951
1423703_at,235036
1426809_at,97031
1448192_s_at,75456
1448192_s_at,328099
1448192_s_at,19139
1448208_at,17125
1428369_s_at,71435
1423484_at,75189
1423711_at,69702
1420680_at,56094
1429555_at,224250
1423047_at,54473
1431170_at,100046031
1431170_at,13638
1422605_at,58200
1422965_at,11610
1416496_at,545208
1416496_at,67568
1421294_at,15192
1418709_at,12865
1449229_a_at,53886
1449347_a_at,434794
1449347_a_at,100044048
1418603_at,54140
1424018_at,15254
1426658_x_at,668771
1426658_x_at,665516
1426658_x_at,675010
1426658_x_at,666422
1426658_x_at,668506
1426658_x_at,668576
1426658_x_at,666875
1426658_x_at,236539
1426658_x_at,545530
1426658_x_at,627427
1426658_x_at,382931
1426658_x_at,666036
1426658_x_at,630761
1426658_x_at,630896
1426658_x_at,637235
1425886_at,260298
1423348_at,14370
1437696_at,381066
1452223_s_at,72972
1425012_at,14707
1425012_at,100043318
1425012_at,100048847
1425012_at,100042311
1425012_at,100044719
1425012_at,100048410
1425012_at,100048366
1425012_at,100043507
1425012_at,628007
1425012_at,100041120
1425012_at,100044852
1425012_at,100041703
1451581_at,71474
1455030_at,627525
1455030_at,668629
1455030_at,19271
1435862_at,20658
1419700_a_at,19126
1416325_at,11571
1425609_at,17969
1449534_at,20962
1427202_at,320204
1448104_at,104776
1416978_at,14132
1420011_s_at,22433
1424269_a_at,17904
1424269_a_at,100043172
1424269_a_at,667952
1424269_a_at,546101
1418960_at,239510
1459893_at,97784
1424618_at,15445
1434607_at,78394
1449204_at,14622
1448748_at,56193
1428961_a_at,53609
1428500_at,73661
1422288_at,15551
1418714_at,18218
1427264_at,12965
1423433_at,20822
1423596_at,59126
1422145_at,17309
1430474_a_at,100039506
1430474_a_at,56428
1430474_a_at,100039384
1428242_at,70719
1418548_at,20945
1456341_a_at,16601
1455820_x_at,20778
1427327_at,231805
1419526_at,14191
1449562_at,67503
1435764_a_at,69731
1423964_at,71957
1419214_at,21934
1427356_at,69627
1427356_at,100047808
1427356_at,677631
1426072_at,14747
1455758_at,18752
1426515_a_at,30931
1438527_at,545864
1438527_at,27367
1438527_at,242809
1438527_at,674810
1438527_at,545543
1438527_at,433745
1438527_at,547402
1438527_at,545545
1438527_at,100043000
1418319_at,192169
1430486_at,19363
1426492_at,104884
1417398_at,66922
1427542_at,109205
1428573_at,69993
