From,To
1453461_at,DNHD1
1451394_at,Dpp6
1424595_at,F11r
1448823_at,CXCL12
1437783_x_at,Cnpy2
1417843_s_at,EPS8L2
1425277_at,slit1
1421735_a_at,st8sia5
1418659_at,CLOCK
1420770_at,Klk1b24
1415887_at,TFG
1448963_at,nfyc
1434643_at,tbl1x
1421400_at,Kcnmb1
1422789_at,ALDH1A2
1427390_at,BLOC1S3
1451429_at,gfod2
1419785_at,AA516738
1420925_at,TUB
1420925_at,BC049265
1421300_at,ADARB2
1450316_at,PCDHB13
1426773_at,mfn1
1424409_at,CLDN23
1449409_at,Sult1c2
1426185_at,LOC100046259
1426185_at,CACNA2D2
1421434_at,Dnahc5
1448381_at,GFM1
1416497_at,Pdia4
1423373_at,RPP30
1416413_at,Ctsj
1450941_at,LOC100047309
1450941_at,sdcbp
1450452_a_at,NARFL
1448483_a_at,NDUFB2
1421183_at,TEX12
1451770_s_at,dhx9
1456770_at,ZFP14
1445485_at,D7Ertd187e
1419139_at,GDF5
1421557_x_at,TXN2
1426471_at,LOC100044274
1426471_at,Zfp52
1423014_at,PCDHB6
1423014_at,LOC100046009
1417425_at,prkrip1
1415826_at,ATP6V1H
1417607_at,Cox6a2
1450943_at,Magoh-rs1
1450943_at,MAGOHB
1421006_at,Col4a6
1418680_at,serpind1
1418423_s_at,Serpinb9f
1423228_at,LOC675709
1423228_at,B4GALT6
1429794_a_at,P2RX1
1455530_at,Ighv14-2
1427777_x_at,Fgfr4
1452929_at,CLIP1
1423714_at,ASF1B
1419674_a_at,DPEP1
1439441_x_at,Lats2
1450012_x_at,YWHAG
1425173_s_at,Golph3l
1423295_at,Tm9sf2
1426221_at,vwa5a
1423500_a_at,SOX5
1427429_at,Csf2
1433431_at,Pnlip
1460592_at,Epb4.1l1
1425152_s_at,serpini2
1416000_a_at,Gm7204
1416000_a_at,PRDX1
1421974_at,LRRC50
1426788_a_at,ssrp1
1433432_x_at,Gm6646
1433432_x_at,Gm12334
1433432_x_at,Gm7643
1433432_x_at,Gm7698
1433432_x_at,Gm16389
1433432_x_at,LOC676774
1433432_x_at,Gm14958
1433432_x_at,Gm7601
1433432_x_at,Gm16424
1433432_x_at,rps12
1433432_x_at,Gm16422
1433432_x_at,Gm7711
1433432_x_at,Gm15887
1433432_x_at,Gm9122
1433432_x_at,Gm14059
1433432_x_at,Gm5642
1433432_x_at,Gm10063
1433432_x_at,Gm5462
1433432_x_at,LOC676277
1433432_x_at,Gm9153
1433432_x_at,Gm7671
1433432_x_at,Gm7567
1433432_x_at,Gm7586
1423072_at,6720475J19Rik
1428372_at,ST5
1422999_at,1700028N14Rik
1422999_at,MAP3K14
1460274_at,Tex19.2
1422924_at,TNFSF9
1416671_a_at,mcoln1
1456086_x_at,LOC631302
1456086_x_at,PQBP1
1451626_x_at,ENSMUSG00000069492
1425300_at,dak
1418574_a_at,SHFM1
1422931_at,LOC634417
1422931_at,Fosl2
1425296_a_at,rgs3
1417386_at,npepps
1422385_at,Olfr1264
1436620_at,Ccdc45
1425712_at,BC025446
1423315_at,BBC3
1422668_at,Serpinb9b
1459994_x_at,Trfr2
1450227_at,ANKRD6
1430837_a_at,mbd1
1450195_at,NDST4
1450195_at,LOC100047238
1415756_a_at,Snapin
1434805_at,MLLT1
1416643_at,Gm1974
1416643_at,TPT1P
1416643_at,TPT1
1416643_at,Gm14456
1415713_a_at,DDX24
1434342_at,S100B
1423966_at,CD99L2
1416830_at,0610031J06Rik
1449290_at,DPYSL5
1421044_at,Mrc2
1417656_at,MYBL2
1453644_at,Obp1a
1420821_at,Sgpp1
1424992_at,TPRKB
1422841_at,Agpat6
1448948_at,RAG1AP1
1422488_at,Nxt1
1418661_at,ABHD2
1449085_at,Phf10
1425053_at,ISOC1
1427388_at,LRRC2
1427388_at,LOC634286
1434235_at,LOC100045882
1434235_at,SLC20A2
1417671_at,SCLY
1421154_at,Hcn2
1448714_at,Rngtt
1429568_x_at,UBE2F
1429568_x_at,Gm5434
1421296_at,tnfrsf10b
1460330_at,LOC100045085
1460330_at,anxa3
1427737_a_at,1200011M11Rik
1418506_a_at,PRDX2
1420711_a_at,PXMP3
1420711_a_at,PEX5L
1430824_at,4933428G20Rik
1424910_at,KIF12
1432282_a_at,Tlcd2
1451142_at,exoc1
1426108_s_at,CACNB1
1454796_at,ficd
1425467_a_at,PLP1
1418006_at,ZC3H18
1418006_at,Gm5939
1452440_at,LOC100048347
1426638_at,six3
1424446_at,ARMC7
1420824_at,SEMA4D
1434889_at,plekha7
1449514_at,GRK5
1449664_s_at,rnf20
1418281_at,rad51
1448346_at,CFL1
1448346_at,Gm6180
1448346_at,LOC100048522
1451538_at,SOX9
1416736_at,Casc3
1425244_a_at,THEG
1419307_at,TNFRSF13C
1449942_a_at,ILK
1449942_a_at,Gm6263
1423486_at,cript
1424769_s_at,CALD1
1427069_at,Fbxo28
1422458_at,Tcl1
1417927_at,DDX19A
1449553_at,NKAIN1
1420118_s_at,galM
1456057_x_at,TMEM109
1449805_at,Prss29
1449805_at,LOC100047285
1421757_at,HTR6
1422630_at,rad50
1416498_at,ppiC
1425442_at,OSCAR
1422301_at,Gm12164
1422301_at,Gm10116
1422301_at,Ftl1
1422301_at,Ftl2
1422301_at,LOC545679
1422301_at,LOC434624
1423925_at,Dhx16
1448760_at,Zfp68
1416327_at,ufc1
1426870_at,fbxo33
1423301_at,COPB1
1451388_a_at,Atp11b
1428090_at,Ptcd3
1420911_a_at,MFGE8
1424579_at,SLC35A3
1416990_at,Rxrb
1418835_at,phlda1
1416060_at,TBC1D15
1416903_at,NUCB1
1428374_at,glcE
1448165_at,CASP2
1448241_at,gm2a
1435896_at,LOC677143
1435896_at,SFXN2
1451686_x_at,AMELX
1428164_at,nudt9
1439466_s_at,bud31
1449158_at,KCNK2
1422515_at,Pate4
1451653_a_at,fam161a
1419096_at,APOM
1426195_a_at,Cst3
1452043_at,2310011J03Rik
1434836_at,NFATC2IP
1433140_a_at,Gm15784
1416247_at,DCTN3
1433552_a_at,POLR2B
1421903_at,Gm9450
1421903_at,MED29
1425925_at,FCAMR
1422646_at,MGA
1425094_a_at,lhx6
1422208_a_at,GNB5
1420846_at,MRPS2
1451545_at,LOC100047849
1451545_at,TDRD3
1426494_at,RG9MTD3
1421914_s_at,MRPL19
1424140_at,galE
1430526_a_at,smarca2
1460308_a_at,ICT1
1424807_at,LAMA4
1452094_at,P4HA1
1431055_a_at,SNX10
1449156_at,Ly9
1436680_s_at,DDB2
1428066_at,CCDC120
1426013_s_at,Plekha4
1425530_a_at,STX3
1427047_at,NUP188
1420537_at,Kctd4
1420588_at,SPINLW1
1424536_at,Oas1e
1421192_a_at,ITSN1
1416216_at,Reps1
1425762_a_at,LOC100047069
1425762_a_at,RXRA
1425805_a_at,Gm8902
1425805_a_at,USP12
1447632_at,Fancc
1424249_a_at,ARHGAP9
1417919_at,Ppp1r7
1436953_at,WIPF1
1436874_x_at,LOC631229
1436874_x_at,SLC25A5
1436874_x_at,Gm5529
1436874_x_at,Gm5256
1436874_x_at,Gm8429
1425782_at,PLCB1
1448783_at,Slc7a9
1424132_at,Hras1
1423841_at,BRIX1
1426028_a_at,CIT
1418813_at,Serpina5
1449591_at,LOC100044206
1449591_at,Casp4
1455372_at,CPEB3
1417842_at,Caml
1452170_at,CHPF2
1424040_at,Mtap7d1
1452105_a_at,TSC2
1439959_at,Fgf11
1422269_at,INSM2
1416544_at,Ezh2
1450175_a_at,Ctsm
1448709_at,LOC675933
1448709_at,ARID1A
1425963_at,Cabp7
1452321_at,BRWD1
1427705_a_at,NFKB1
1460689_at,pppde2
1451475_at,Plxnd1
1424211_at,SLC25A33
1436801_x_at,Cdc42ep4
1417753_at,Pkd2
1448129_at,ARPC5
1448129_at,Gm16372
1415821_at,NPTN
1449522_at,UNC5C
1449126_at,Zfp90
1435058_x_at,Stxbp3a
1435272_at,Itpkb
1417640_at,Cd79b
1422367_at,Olfr70
1419329_at,sorbs3
1450455_s_at,Akr1c13
1417879_at,NENF
1449364_at,Gm7210
1449364_at,AURKC
1449364_at,Gm12463
1449560_at,KRTAP1-5
1449560_at,LOC100044328
1418064_at,TFPT
1422507_at,Cstb
1425895_a_at,id1
1426225_at,RBP4
1423786_at,8430410A17Rik
1420337_at,GBX2
1426256_at,TIMM17A
1426256_at,Gm7180
1455587_at,Fam167b
1450876_at,LOC100048018
1450876_at,CFH
1450746_at,keap1
1425199_a_at,Epb4.1l5
1425405_a_at,Adar
1422927_at,YIPF7
1448428_at,Nbl1
1452647_a_at,DPH2
1449531_at,Leprel2
1417316_at,ACOT13
1417207_at,DVL2
1421360_at,INPP4A
1452487_x_at,Pira6
1452487_x_at,Pira11
1452487_x_at,Pira7
1452487_x_at,Pira4
1452487_x_at,Gm14548
1452487_x_at,Pira5
1452487_x_at,Gm10693
1452487_x_at,Pira2
1452487_x_at,Pira1
1452487_x_at,Gm15448
1452487_x_at,Gm15930
1452487_x_at,LOC100046578
1424696_at,GPR89
1448031_at,GNAO1
1436442_at,PTPN14
1452394_at,carS
1421337_at,Elf4
1424650_at,PDIA5
1454805_at,WTAP
1454805_at,Gm14292
1422201_at,H2-Ob
1452447_at,0610007P08Rik
1419888_at,fam172a
1450317_at,Clec2g
1451533_at,BC022687
1425370_a_at,ERG
1448787_at,LOC100233175
1450357_a_at,CCR6
1425236_at,COL20A1
1424408_at,Lims2
1448380_at,LGALS3BP
1427731_at,Gnrhr
1435324_x_at,LOC674543
1435324_x_at,Gm6090
1435324_x_at,Gm3565
1435324_x_at,Gm5937
1435324_x_at,LOC677578
1435324_x_at,Gm8031
1435324_x_at,Gm4689
1435324_x_at,Gm3160
1435324_x_at,Gm3851
1435324_x_at,Gm13932
1435324_x_at,Gm7468
1435324_x_at,Gm7422
1435324_x_at,Gm5527
1435324_x_at,Gm2710
1435324_x_at,Gm4587
1435324_x_at,Hmg1l1
1435324_x_at,Gm9012
1435324_x_at,Gm8423
1435324_x_at,Gm12331
1435324_x_at,Gm2607
1435324_x_at,LOC100046019
1435324_x_at,Gm15387
1435324_x_at,Gm10361
1435324_x_at,Gm5842
1435324_x_at,Gm10075
1435324_x_at,Gm7888
1435324_x_at,Gm12587
1435324_x_at,Gm8563
1435324_x_at,Gm8967
1435324_x_at,LOC100047080
1435324_x_at,LOC637733
1435324_x_at,Gm7782
1435324_x_at,LOC100048378
1435324_x_at,HMGB1
1435324_x_at,LOC675448
1435324_x_at,LOC675001
1435324_x_at,Gm8288
1435324_x_at,Hmgb1-ps1
1435324_x_at,Hmgb1-ps5
1435324_x_at,Gm13121
1435324_x_at,Gm5504
1435324_x_at,Gm15059
1435324_x_at,Gm6115
1435324_x_at,Gm6589
1435324_x_at,Gm9480
1435324_x_at,Gm5853
1435324_x_at,Gm8554
1435324_x_at,Gm8390
1435324_x_at,Gm4383
1435324_x_at,Gm8594
1435324_x_at,Gm12568
1435324_x_at,Gm5473
1435324_x_at,Gm3307
1435324_x_at,Gm8807
1435324_x_at,LOC100044461
1454838_s_at,PKDCC
1423506_a_at,Nnat
1427166_a_at,SPG7
1425778_at,IDO2
1416628_at,tmem223
1423875_at,LOC100044843
1423875_at,Fam160b1
1417596_at,B9D1
1425413_at,LOC100048049
1425413_at,rfx3
1419357_at,ISY1
1456142_x_at,MORF4L1
1456142_x_at,Gm4835
1456142_x_at,Gm8663
1456142_x_at,Gm6747
1456142_x_at,A730098P11Rik
1451421_a_at,rogdi
1448855_at,RASSF1
1448642_at,Pcbp1
1415742_at,Aup1
1425225_at,Fcgr4
1450800_at,Syt8
1426766_at,6330403K07Rik
1421323_a_at,G3BP2
1426721_s_at,TIPARP
1415786_at,PGC
1424245_at,Ces2
1427878_at,0610010O12Rik
1419318_at,SAA4
1418221_at,Csn1s2b
1429553_at,Cilp2
1456411_at,RCCD1
1456411_at,LOC675567
1431645_a_at,GDI2
1431645_a_at,Gm4973
1424775_at,Oas1a
1448798_at,EPS8L3
1426406_at,Setd8
1426406_at,Gm8590
1434709_at,nrcam
1449529_s_at,Prl7a1
1424226_at,9030617O03Rik
1449362_a_at,MINK1
1451395_at,CCDC92
1450568_at,GALR1
1420962_at,Hapln2
1422190_at,C5ar1
1456637_at,Lrrtm2
1428526_at,Lsmd1
1420465_s_at,Mup14
1420465_s_at,Mup13
1420465_s_at,Mup12
1420465_s_at,Mup11
1420465_s_at,LOC100048885
1420465_s_at,Mup18
1420465_s_at,Mup17
1420465_s_at,Mup16
1420465_s_at,LOC100048884
1420465_s_at,Mup15
1420465_s_at,LOC100189605
1420465_s_at,Mup8
1420465_s_at,Mup10
1420465_s_at,Mup9
1420465_s_at,Mup7
1420465_s_at,Mup1
1420465_s_at,Mup2
1420465_s_at,Mup19
1451918_a_at,loh12cr1
1423195_at,Hiat1
1427174_at,Gm2004
1422462_at,Ube2t
1417567_at,CTNNBIP1
1424180_a_at,MED24
1451845_a_at,ptrh2
1434865_a_at,EXOC7
1433935_at,AU020206
1416686_at,PLOD2
1418580_at,rtp4
1421698_a_at,col19a1
1423864_at,nrbp1
1424569_at,LOC100046698
1424569_at,ddx46
1422059_at,cbx2
1448188_at,UCP2
1419015_at,Wisp2
1423713_at,abcb8
1451992_at,ADRBK1
1428226_at,ngdn
1419523_at,Cyp3a13
1421291_at,IL18RAP
1422788_at,Slc43a3
1422300_at,nog
1438809_at,Atp5c1
1448645_at,MSL3
1431843_a_at,Nfkbie
1448822_at,PSMB6
1423926_at,SLC39A13
1449889_a_at,ociad1
1426409_at,LOC100048460
1420045_at,PREB
1448235_s_at,Gm2509
1454221_a_at,KIF2C
1454221_a_at,LOC631653
1438097_at,RAB20
1429710_at,STYX
1429710_at,Gm14698
1442484_at,D9Ertd306e
1420786_a_at,Gm4064
1420786_a_at,Gm10256
1420786_a_at,Gm3376
1420786_a_at,Gm10352
1416766_at,MOSC2
1421385_a_at,Myo7a
1419944_at,LOC100045322
1419944_at,CCNB1
1419944_at,Gm4870
1419944_at,Gm8416
1419944_at,Gm5593
1416795_at,CRYL1
1426729_at,FAM131A
1417388_at,BEX2
1455650_at,SRPK2
1420498_a_at,DAB2
1416770_at,Stk25
1419603_at,Ifi204
1450093_s_at,ZBTB7A
1424866_at,Usp43
1435172_at,EOMES
1450801_at,Adam21
1416428_at,Thap11
1448060_at,SEMA6D
1423734_at,rac1
1449879_at,1700008F21Rik
1417098_s_at,MECR
1419117_at,slc22a2
1421598_at,usp53
1424063_at,LOC100044256
1424063_at,Abpa
1417863_at,SPATA19
1433741_at,cd38
1427392_at,Dscaml1
1422463_a_at,Mrpl3
1418772_at,BC016423
1419037_at,LOC677611
1419037_at,Gm10031
1419037_at,Csnk2a1
1416076_at,LOC100045322
1416076_at,CCNB1
1416076_at,Gm4870
1416076_at,Gm8416
1416076_at,Gm5593
1450613_x_at,Ifnab
1449350_at,Osr1
1416499_a_at,DCTN6
1416845_at,TMEM132A
1454786_at,5031439G07Rik
1420538_at,GPRC5D
1419601_at,LOC677282
1419601_at,kcnj10
1416155_at,Gm11805
1416155_at,HMGB3
1416155_at,LOC638148
1416155_at,Gm8850
1416155_at,LOC633703
1416155_at,LOC631505
1420521_at,Papln
1425122_at,Fam3b
1416942_at,ERAP1
1460008_x_at,rpl31
1460008_x_at,LOC675768
1460008_x_at,Gm8759
1460008_x_at,LOC638399
1460008_x_at,Gm10191
1460008_x_at,Gm7689
1460008_x_at,Gm16382
1460008_x_at,Gm5437
1460008_x_at,Gm9401
1460008_x_at,Gm9228
1460008_x_at,Gm9154
1460008_x_at,Gm6670
1460008_x_at,Gm13004
1460008_x_at,LOC675018
1460008_x_at,Gm10072
1456495_s_at,Osbpl6
1448932_at,Krt16
1418238_at,ivd
1460720_at,TRPC4AP
1448181_at,klf15
1427873_at,Gm6696
1427873_at,Defa7
1427873_at,Defa8
1427873_at,Defa9
1427873_at,Defa10
1427873_at,Defa23
1427873_at,Defa24
1427873_at,Defa25
1427873_at,Defa13
1427873_at,Defa2
1427873_at,Defa14
1427873_at,Defa11
1427873_at,Defa12
1427873_at,LOC100044287
1427873_at,Gm15299
1427873_at,DEFA6
1427873_at,Defa15
1427873_at,LOC100046144
1427873_at,Defa17
1427873_at,DEFA3
1427873_at,Defa-rs7
1427873_at,DEFA1
1426077_at,Moxd2
1428392_at,RASSF2
1424829_at,A830007P12Rik
1418292_at,Asna1
1426309_at,ASB9
1416649_at,ambp
1438019_at,IPPK
1431804_a_at,SP3
1449302_at,ABCA2
1437379_x_at,Trap1
1438777_a_at,AA881470
1434291_a_at,Serf1
1425666_at,LOC100045988
1421096_at,Trpc1
1427120_at,Zfp26
1425585_at,MED12
1452642_at,Ano6
1451774_at,Krtap4-16
1416588_at,PTPRN
1448103_s_at,nonO
1448103_s_at,Gm8806
1423951_at,tm2d3
1435527_at,NFIC
1420855_at,Eln
1418875_at,SYNGR4
1424529_s_at,Cgref1
1448919_at,CD302
1451852_at,Tcstv1
1451852_at,LOC100038937
1451852_at,Tcstv3
1451852_at,LOC236220
1451852_at,AF067061
1451852_at,LOC100045354
1451852_at,LOC100038935
1426838_at,pold3
1459924_at,ATP6V0A1
1448563_at,1700071K01Rik
1448563_at,Gm4773
1448563_at,Phb
1418405_at,HGFAC
1460519_a_at,mettl5
1459986_a_at,Gm14586
1459986_a_at,LOC633188
1459986_a_at,LOC100047615
1459986_a_at,Gm7780
1459986_a_at,Gm2614
1459986_a_at,Gm12034
1459986_a_at,rps17
1459986_a_at,Gm6402
1450656_at,Gna13
1427243_at,Rell1
1448199_at,ANKRD10
1417025_at,H2-Eb1
1423186_at,TIAM2
1426602_at,araF
1427609_at,SOX14
1448535_at,Elp4
1448790_at,SEMA6B
1426255_at,NEFL
1415881_at,GHITM
1421419_at,Kcnk4
1426570_a_at,FRK
1421080_at,nr4a3
1435782_at,Gm5928
1435782_at,Gm13815
1435782_at,Gm5239
1435782_at,Gm11517
1435782_at,Gm8317
1435782_at,LOC100042019
1435782_at,Gm4802
1435782_at,Gm6111
1435782_at,Gm11808
1435782_at,LOC100048341
1435782_at,RPS27A
1435782_at,Gm6014
1435782_at,Gm13215
1435782_at,Gm7808
1435782_at,Gm8797
1435782_at,LOC100045857
1435782_at,uba52
1435782_at,LOC100048105
1435782_at,Gm12617
1435782_at,UBC
1435782_at,2810422J05Rik
1435782_at,Gm8430
1435782_at,Gm8649
1435782_at,UBB
1435782_at,Gm11759
1435782_at,Gm6438
1452282_at,MED26
1426139_a_at,CCRL1
1460680_a_at,LOC100044627
1460680_a_at,rpl23
1460680_a_at,LOC100046085
1460680_a_at,Gm9794
1428789_at,ralgps2
1427266_at,pbrm1
1417117_at,CSTF1
1422859_a_at,LOC100044627
1422859_a_at,rpl23
1422859_a_at,LOC100046085
1422859_a_at,Gm9794
1448817_at,OTUB1
1448817_at,LOC100046081
1418988_at,pex7
1418255_s_at,Srf
1424737_at,Thrsp
1451364_at,Polr3gl
1416029_at,KLF10
1425404_a_at,TMEM110
1428102_at,Cpb1
1424703_at,hemK1
1422847_a_at,PRKCD
1422364_at,Olfr68
1429035_at,DPEP3
1416796_at,NCK2
1416796_at,Gm6226
1416796_at,LOC100044475
1421532_at,RXFP2
1423100_at,FOS
1434033_at,TLE1
1420234_at,GRAMD3
1421571_a_at,Ly6c1
1421571_a_at,Ly6c2
1423205_at,TM9SF4
1418442_at,xpo1
1420888_at,BCL2L1
1427496_at,CEP152
1436050_x_at,Hes6
1431771_a_at,irak1bp1
1449321_x_at,LOC100046187
1428025_s_at,PITPNC1
1418918_at,IGFBP1
1424518_at,Apol9a
1424518_at,Apol9b
1428264_at,SNRNP40
1450211_at,Lrp1b
1417057_a_at,LOC100043444
1434400_at,Gm12605
1434400_at,Gm7148
1434400_at,Tgif2
1449513_at,Adam24
1434615_x_at,LOC497266
1450414_at,LOC100044675
1450414_at,Pdgfb
1460282_at,Trem1
1436385_at,GANC
1418763_at,NIT2
1422775_at,Blk
1450648_s_at,Rmcs5
1434109_at,sh3bgrl2
1417077_at,BCAP29
1449213_at,Gm16391
1449213_at,Gm6723
1449213_at,Lage3
1420641_a_at,SQRDL
1423281_at,STMN2
1433669_at,AKAP8
1452224_at,MORC3
1417206_at,Urod
1419315_at,SLAMF9
1419277_at,usp48
1449415_at,Chd1l
1427091_at,Znfx1
1415892_at,sgpl1
1422926_at,MC2R
1416113_at,FKBP8
1417298_at,ebpl
1418364_a_at,Gm12164
1418364_a_at,Gm10116
1418364_a_at,Ftl1
1418364_a_at,Ftl2
1418364_a_at,LOC545679
1418364_a_at,LOC434624
1455727_at,ZRSR2
1416530_a_at,LOC100045567
1416530_a_at,pnp
1420831_at,Qsox1
1448612_at,Gm5279
1448612_at,LOC675255
1448612_at,SFN
1448612_at,Gm7850
1422218_at,P2RX7
1427675_at,Vmn1r-ps32
1427675_at,Vmn1r45
1452896_at,gtl3
1436849_x_at,GAA
1416595_at,MRPS22
1428849_at,RPS6KB1
1425628_a_at,gtf2i
1425628_a_at,LOC100044121
1416207_at,taz
1426734_at,fam43a
1419463_at,CLCA2
1439453_x_at,RNASEH2C
1425118_at,SPIRE2
1415679_at,Gm12396
1415679_at,psenen
1435353_a_at,Pisd-ps1
1423843_at,Lrrc61
1449995_at,4933421I07Rik
1422971_at,KAT2A
1425637_at,6430548M08Rik
1453321_at,LOC100039091
1453321_at,FNDC1
1423835_at,Zfp503
1420897_at,LOC676770
1420897_at,snap23
1422480_at,snx3
1417963_at,Pltp
1448693_at,GLTPD1
1415911_at,impact
1420928_at,ST6GAL1
1426443_at,RHBDD2
1449402_at,Chst7
1424368_s_at,Ubqln1
1421834_at,LOC100046931
1421834_at,Pip5k1b
1416109_at,fucA1
1416004_at,YWHAH
1451634_at,Airn
1452290_at,tmem106b
1428320_at,KDM3B
1453223_s_at,Gm9298
1453223_s_at,LOC632549
1453223_s_at,dppA2
1433438_x_at,melA
1424987_at,5430435G22Rik
1417741_at,PYGL
1424751_at,Abt1
1432634_at,4933429H19Rik
1450325_at,Angpt4
1427888_a_at,Spna2
1460204_at,TEC
1415849_s_at,Stmn1-rs2
1415849_s_at,STMN1
1415849_s_at,Gm11223
1421389_a_at,EIF2AK4
1425379_at,Hgf
1435803_a_at,EIF4E2
1426657_s_at,Gm5207
1426657_s_at,LOC630896
1426657_s_at,LOC675010
1426657_s_at,Gm7669
1426657_s_at,Gm9252
1426657_s_at,Gm13337
1426657_s_at,Gm6756
1426657_s_at,Gm9210
1426657_s_at,PHGDH
1426657_s_at,Gm7901
1426657_s_at,Gm9347
1426657_s_at,Gm5847
1426657_s_at,Gm8096
1426657_s_at,Gm8341
1438377_x_at,Slc13a3
1452216_at,LOC632398
1452216_at,Mcat
1417520_at,NFE2L3
1424653_at,tspan15
1421910_at,TCF20
1436760_a_at,Gm7246
1436760_a_at,Gm14289
1436760_a_at,rps8
1436760_a_at,Gm14438
1436760_a_at,Gm5687
1436760_a_at,Gm11353
1436760_a_at,Gm6983
1436760_a_at,Gm8643
1436760_a_at,LOC100048092
1436760_a_at,LOC626142
1436760_a_at,Gm7453
1436760_a_at,Gm14414
1436760_a_at,Gm7565
1436760_a_at,Gm14323
1436760_a_at,Gm6998
1436760_a_at,LOC100048094
1436760_a_at,Gm15501
1440221_at,AA408650
1419757_at,pitpnm2
1422796_at,prep
1448677_at,cox4nb
1427825_at,Slco1b2
1424891_a_at,ZW10
1448937_at,slc35b3
1418838_at,Abcd1
1453467_s_at,Gm14166
1453467_s_at,Gm11968
1453467_s_at,Gm7263
1453467_s_at,LOC100045504
1453467_s_at,Gm10196
1453467_s_at,RPS15A
1453467_s_at,Gm13253
1453467_s_at,Gm13048
1453467_s_at,Gm5623
1453467_s_at,LOC676847
1419059_at,Apcs
1417071_s_at,Cyp4v3
1451573_a_at,Stx4a
1420394_s_at,Gp49a
1420394_s_at,LILRB4
1425271_at,psmc3ip
1434511_at,Phkb
1420522_at,CCDC50
1429292_a_at,2310046K01Rik
1417461_at,CAP1
1436917_s_at,gpsm1
1454787_at,LOC100047400
1454787_at,Zdhhc9
1453004_at,SLC22A23
1455363_at,LOC100045900
1455363_at,BAI1
1426550_at,SIDT1
1427167_at,Armcx4
1436899_at,ZUFSP
1434336_s_at,RCOR1
1428047_s_at,Zfa
1417730_at,ext1
1419242_at,9530002B09Rik
1419989_at,COMMD5
1423078_a_at,SC4MOL
1460399_at,Ccdc117
1418852_at,chrna1
1418852_at,LOC100046566
1430533_a_at,CTNNB1
1419028_at,ARPP21
1424989_at,orai1
1425204_s_at,DDX19A
1426849_at,SEC24B
1426849_at,LOC100047481
1424235_at,Gm5553
1424235_at,ORMDL2
1424535_at,TCTN3
1422046_at,ITGAM
1456007_at,ARF3
1418554_at,GPR182
1421407_at,f2rl2
1423062_at,igfbp3
1423025_a_at,SCHIP1
1450215_at,Rcvrn
1427057_at,NT5DC3
1416842_at,GSTM5
1422547_at,RanBP1
1460713_at,BC048355
1448587_at,TBC1D10A
1430171_at,FIBP
1424333_at,rg9mtd1
1448242_at,SEC61A1
1426759_at,LOC675560
1426759_at,map4k3
1450798_at,TNXB
1456635_at,Gm2397
1423117_at,PUM1
1421891_at,ST3GAL2
1460741_x_at,D17Wsu92e
1426014_a_at,CDHR5
1446379_at,C79296
1450481_at,mybl1
1449845_a_at,EPHB4
1417363_at,Zfp61
1427744_at,Ccnb3
1435970_at,nlk
1435970_at,LOC100044468
1423115_at,ST6GALNAC6
1422279_at,Fv1
1429763_at,CNIH4
1424456_at,PVRL2
1417456_at,GNPAT
1452320_at,LRP2
1416808_at,LOC100039744
1416808_at,LOC630776
1416808_at,nid1
1448716_at,Hba-x
1423326_at,ENTPD1
1451905_a_at,mx1
1420338_at,ALOX15
1421031_a_at,2310016C08Rik
1448194_a_at,H19
1420484_a_at,vtn
1451026_at,Ftsj3
1416835_s_at,Amd-ps3
1416835_s_at,LOC637118
1416835_s_at,Amd-ps7
1416835_s_at,Amd-ps6
1416835_s_at,Amd-ps4
1416835_s_at,AMD1
1416835_s_at,Amd2
1418360_at,rnf112
1419818_x_at,Ankzf1
1449125_at,TNFAIP8L1
1451065_a_at,ddx39
1452270_s_at,cubn
1448514_at,Gm11273
1448514_at,LOC100046079
1448514_at,COX5B
1439263_at,LOC14210
1420078_at,Vmn2r100
1420078_at,Vmn2r93
1420078_at,Vmn2r92
1420078_at,Vmn2r-ps113
1420078_at,Vmn2r94
1420078_at,Vmn2r104
1420078_at,Vmn2r91
1420078_at,Vmn2r107
1450653_at,SPZ1
1449736_at,PIP4K2A
1434624_x_at,rps9
1434624_x_at,Gm5905
1423663_at,FLCN
1421620_at,Il5ra
1455626_at,HOXA9
1424133_at,Tmem98
1420370_s_at,CSN2
1451407_at,IGSF5
1451407_at,PCP4
1417109_at,TINAGL1
1435747_at,FGF14
1452126_at,Zfp160
1455073_at,CDADC1
1460245_at,KLRD1
1428465_at,Tmem147
1423769_at,PTCD2
1427935_at,LYRM2
1416378_at,PNKP
1417145_at,Nfxl1
1456031_at,TUBB2C
1456031_at,Tubb2c-ps1
1456031_at,Tubb2c-ps2
1419915_at,NUS1
1450181_at,CUX2
1450886_at,GSG2
1431422_a_at,Dusp14
1416472_at,Syap1
1438954_x_at,FIGF
1450672_a_at,trex1
1421800_at,Phxr1
1448438_at,Derl2
1416634_at,Fam96a
1426005_at,Dmp1
1451596_a_at,SPHK1
1418184_at,cenpm
1436859_at,2700007P21Rik
1423840_at,Ccdc56
1426591_at,GFM2
1418950_at,DRD2
1434971_x_at,mrpl15
1415992_at,pigo
1432486_a_at,Prss40
1424239_at,fam65a
1448859_at,CXCL13
1423646_at,ZDHHC3
1420476_a_at,Gm4204
1460542_s_at,MDM4
1419065_at,NEPN
1419358_at,Sorcs2
1425137_a_at,H2-Q10
1422752_at,POLR3K
1436994_a_at,Hist1h1c
