Symbol,Affi_ID
Ubr4,1454668_at
Tmem11,1454669_at
Rere,1454670_at
Wasf2,1454673_at
Fez1,1454674_at
Mgea5,1433654_at
Thra,1454675_at
Clic4,1438606_a_at
Rnf141,1433655_at
Gnl3,1433656_a_at
Pcbp4,1433658_x_at
Tubgcp4,1433659_at
Nlrx1,1433661_at
AU014645,1433663_s_at
Vps41,1433666_s_at
Pnrc1,1433668_at
Akap8,1433669_at
Emp2,1433670_at
A130022J15Rik,1454678_s_at
Wnk1,1433676_at
Rbm35a,1454681_at
A430005L14Rik,1454682_at
Pld4,1433678_at
LOC668686 /// LOC676549 /// Siva1,1433680_x_at
Chmp6,1433684_at
6430706D22Rik /// A730008H23Rik,1454686_at
2210016L21Rik,1433690_at
Ppp1r3c,1433691_at
Ermp1,1433702_at
Tloc1,1433704_s_at
Zfp213,1433705_at
Ptplad1,1454698_at
EG665562 /// EG667682 /// EG668850 /// Ero1l /// LOC100042740 /// LOC100047426 /// LOC638193 /// LOC638399 /// LOC665533 /// LOC673582 /// LOC675018 /// Rpl31,1436924_x_at
Srp68,1433708_at
Cant1,1433709_at
LOC100047324 /// Sesn1,1433711_s_at
D19Wsu162e,1433717_at
LOC100047028,1433718_a_at
D15Ertd621e,1433724_at
Uvrag,1454706_at
Acvr1b,1433725_at
Pmpcb,1433729_x_at
Ablim1,1454708_at
Hcfc1,1433736_at
LOC677213,1433737_at
Cd38,1433741_at
Trio,1433745_at
Slc31a1,1433750_at
Hdc,1454713_s_at
Cox5b /// LOC100046079,1454716_x_at
S100pbp,1433756_at
Nisch,1433757_a_at
Ube2o,1433765_at
Rrm2b,1433773_at
C77080,1433775_at
Tra2a,1454725_at
Ubn1,1433780_at
9030612M13Rik,1433784_at
E330034G19Rik,1433798_a_at
Rdh13,1433799_at
Jak1,1433805_at
D330001F17Rik,1433808_at
Mcart1,1433816_at
Hnrnpa2b1,1433829_a_at
Unc84b,1433832_at
5-Mar,1433834_at
Ppp3cb,1433835_at
Mtap1s,1454732_at
LOC100047199 /// Odf2,1454735_at
Ankrd57,1454736_at
Hs1bp3,1433843_at
Dusp9,1433845_x_at
Pex6,1454738_x_at
LOC627908 /// LOC673151 /// Ppp4r2,1433850_at
LOC673151 /// LOC673152,1433851_at
Abat,1433855_at
D030070L09Rik,1433859_at
6030458C11Rik,1433860_at
Btf3 /// LOC100041823 /// LOC100046341 /// LOC666196 /// LOC668700 /// LOC674863,1433863_at
Klhdc3,1454747_a_at
1810030O07Rik,1433867_at
R3hdm1,1433871_at
BC057552,1454750_a_at
Mrps26,1433878_at
Rnpepl1,1454753_at
Dnajc11,1433880_at
Tpm4,1433883_at
Aamp,1454754_a_at
Eif2b5,1433886_at
Dnajc3a,1433887_at
Atp2b2,1433888_at
Spag5,1433893_s_at
Ran,1460551_at
Caprin1,1433901_at
Git1,1454759_at
AU021838,1433903_at
Ggnbp1 /// Zbtb9,1433904_at
Rlbp1l1,1433906_at
Syt17,1433909_at
Zcchc6,1433910_at
C80913,1433913_at
Vamp3,1433916_at
Atg4d,1433918_at
Asb4,1433919_at
Cckbr,1454770_at
LOC100040297 /// LOC100040305 /// LOC100046667 /// LOC100046680,1454771_at
Krt77,1433923_at
Peg3,1433924_at
LOC100043527 /// LOC100048156,1454778_x_at
AU020206,1433935_at
0610010E21Rik,1433936_at
LOC100048812 /// Spag7,1433940_at
C230052I12Rik,1454779_s_at
Pib5pa,1433941_at
Myo6,1433942_at
Zik1,1433946_at
1433952_at,1433952_at
Zfp277,1433953_at
Dusp11,1454785_at
4632419I22Rik,1433954_at
Cdh5,1433956_at
Cntrob,1433958_at
5031439G07Rik,1454786_at
Zdhhc9,1454787_at
BC023814,1433961_at
Asns,1433966_x_at
Dbi,1433991_x_at
D16Bwg1543e,1433995_s_at
Slk,1433999_at
Dhps,1434003_a_at
6330500D04Rik,1460555_at
Grlf1,1434009_at
Als2cr13,1434010_at
Znrf2,1434016_at
Pdap1,1434019_at
Spast,1454794_at
Ficd,1454796_at
1454798_at,1454798_at
1434025_at,1434025_at
Rcan3,1434027_at
Ankrd28,1454801_at
Centg3,1434032_at
Tle1,1434033_at
Cerk /// LOC676420,1434034_at
Dnajb6 /// LOC100039994 /// LOC100048324,1434035_at
Nploc4,1454804_at
mCG_116035 /// Wtap,1454805_at
Pcaf,1434037_s_at
Dnajc13,1434038_at
Snx12,1454807_a_at
Repin1,1434044_at
Cdkn1b,1434045_at
Serinc1,1454811_a_at
Ccdc72,1454813_at
Ndufb6,1434056_a_at
B230312A22Rik,1434059_at
Herc1,1434060_at
Sertad2,1454815_at
Rabgap1l,1434062_at
Utp18,1454817_at
Gtf3c1,1434066_at
BC037034,1454820_at
Aebp2,1434080_at
Foxn2,1454831_at
Atg9b,1434092_at
Rpl35,1454833_at
Ppargc1a,1434099_at
Slc35e1,1434103_at
Fbxo11,1434108_at
Cln6,1454837_at
Sh3bgrl2,1434109_at
AW548124 /// LOC100048505,1454838_s_at
Ccdc84,1454839_a_at
Rexo4,1434113_a_at
0610009K11Rik /// LOC100048020,1434118_at
B3galnt2,1454842_a_at
D2Wsu81e,1434119_at
Lgi4,1434121_at
2400001E08Rik,1434124_x_at
EG544973 /// H3f3a /// LOC100045490 /// LOC625328 /// LOC667226,1434127_a_at
Zfp574,1434128_a_at
Rufy1,1434131_at
Clu /// LOC100046120,1454849_x_at
Wdr42a,1434133_s_at
1810010M01Rik,1434137_x_at
Prune,1434138_at
Atmin,1434143_at
Rell2,1434147_at
Mettl7a /// Ubie,1434150_a_at
Mettl7a,1434151_at
Dad1,1454860_x_at
Phldb2,1454862_at
Khdc1,1434163_at
Slc9a8,1454865_at
Slc35e4,1434167_at
2210010N04Rik,1434175_s_at
Ece1,1455741_a_at
Fermt2,1434180_at
Sms,1434190_at
Prss35,1434195_at
Dnaja4 /// LOC100048331,1434196_at
Tmem151b,1434199_at
Lrig1,1434210_s_at
0910001L09Rik,1434214_at
B230308N11Rik,1454872_at
Rbbp4,1454875_a_at
Krtdap,1434227_at
Polb,1434229_a_at
1700052N19Rik,1454879_s_at
LOC100040803 /// LOC100045882 /// Slc20a2,1434235_at
Upk3b,1434237_at
Rrp12,1434239_at
Zbtb46,1454884_at
Pak2,1454887_at
Cnot1,1434251_at
Amot,1454890_at
1110013L07Rik,1454893_at
Sipa1l2,1434261_at
1434262_at,1434262_at
6330509M05Rik,1454897_at
Iah1,1454898_s_at
Gba2,1434271_at
Cpeb2,1434272_at
BC034069,1434273_at
Eftud1,1460562_at
Ngfr,1454903_at
1434279_at,1434279_at
1434280_at,1434280_at
Dda1,1434281_at
Ibtk,1454905_at
Rarb,1454906_at
Agpat5,1434287_at
A930034L06Rik,1434292_at
Pbx4,1454912_at
Rabl4,1434299_x_at
2610101N10Rik,1454914_at
Rnf20,1449664_s_at
LOC100047601,1419914_s_at
U2af1l4,1434305_at
Rab3ip,1434306_at
Fntb,1434309_at
Gm561,1454921_at
Gtf3c4,1434320_at
Eif3h,1434323_at
Prkar1b,1434325_x_at
Coro2b,1434326_x_at
Rpl15,1434328_at
Safb,1454929_s_at
Adipor2,1434329_s_at
Tbcel,1454930_at
Zzz3,1434332_at
Dip2b,1434335_at
Rcor1,1434336_s_at
1110020P15Rik /// EG622178,1434341_x_at
S100b,1434342_at
5730403M16Rik,1434343_at
Clrn3,1434345_at
Fez2,1434348_at
Sfmbt2,1434353_at
EG666974 /// LOC676113 /// Psma5,1454940_at
Kpnb1,1434357_a_at
LOC100045684,1454941_at
LOC100043462 /// Nutf2,1434367_s_at
AW112010,1434372_at
Mxd4,1434378_a_at
Gbp6 /// LOC100047881,1434380_at
Atp2c1,1434386_at
Usp34,1434392_at
EG433297 /// EG667952 /// LOC100043172 /// LOC100048037 /// Myl6,1434396_a_at
Tgif2,1434400_at
Samd8,1434402_at
Spred2,1434403_at
BC043118,1434410_at
Tardbp,1434419_s_at
Vasn,1455812_x_at
Tchh,1434425_at
Rnf157,1434427_a_at
Rffl,1434432_at
Wdr61,1454954_at
Cox17,1434435_s_at
Ipo7,1454955_at
Morc4,1434436_at
Rrm2,1434437_x_at
Slc41a1,1460565_at
Samhd1,1434438_at
Gnai1,1454959_s_at
Stbd1,1434442_at
D15Wsu169e,1434445_at
Aqp4,1434449_at
E430028B21Rik,1454963_at
BC021395,1454964_at
Polr3a,1437525_a_at
D16Wsu65e,1419811_at
1454967_at,1454967_at
Vldlr,1434465_x_at
Atcay,1454972_at
Otud4,1434469_at
Dusp3,1434472_at
LOC672215 /// Ntn1,1454974_at
C2cd3,1454977_at
Diap1,1454979_at
4121402D02Rik,1434481_at
1100001G20Rik,1434484_at
Ugp2,1434485_a_at
Mef2d,1434487_at
Elmo3,1434489_at
AW061234,1454984_at
Cox6c,1434491_a_at
D030051N19Rik,1454985_at
Plk3,1434496_at
Ldhb,1434499_a_at
Ttyh2,1434500_at
Zfp622,1438000_x_at
Npepl1,1434507_at
Papss2,1434510_at
Phkb,1434511_at
EG632248 /// Sfrs3,1434512_x_at
Atp13a3,1434513_at
Rbm15,1434514_at
Pstk,1434516_at
Wdfy2,1434517_at
Phka2,1434518_at
1200011I18Rik,1454998_at
Aard,1434528_at
Chfr,1434529_x_at
Ptp4a1,1455002_at
Ceacam11,1434533_x_at
Slco3a1,1434537_at
Clta,1434540_a_at
2310016M24Rik,1455006_at
Khdrbs1,1434541_x_at
Gpt2,1455007_s_at
LOC100048021,1455008_at
Bola2,1434544_at
Hnrpul2 /// LOC100046594,1434551_at
Trim46,1460568_at
Tmem56,1434553_at
Trim37,1434554_at
Anp32a,1434555_at
Hip1,1434557_at
Wdtc1,1434560_at
Asxl1,1434561_at
Rps6kc1,1434563_at
Ckap4,1455019_x_at
1434569_at,1434569_at
LOC100045999 /// Ran,1434578_x_at
Ndufs8,1434579_x_at
Ptdss2,1434587_x_at
EG620313 /// Tbca,1434588_x_at
1434596_at,1434596_at
Larp5,1434597_at
Tjp2,1434599_a_at
Eif5b,1434604_at
Erbb3,1434606_at
Ddx52,1434607_at
Vprbp,1434609_at
Plec1,1419835_s_at
Rnf123,1434611_at
Sbno1,1434612_s_at
1434614_at,1434614_at
1434615_x_at,1434615_x_at
1810073N04Rik,1434616_at
Crebzf,1434618_at
2610024E20Rik,1434620_s_at
Ptprj,1455030_at
EG383341 /// EG665823 /// RP23-24J10.5 /// Uba52,1434623_at
Rps9,1434624_x_at
4930432O21Rik,1434625_at
Rhpn2,1434628_a_at
Crebbp,1434633_at
Nol5a,1455035_s_at
Foxo3a,1434831_a_at
LOC675851 /// Ndufc2,1455036_s_at
Sin3b,1434637_x_at
1110062M06Rik,1455040_s_at
Sez6l2,1434641_x_at
Omt2b,1455041_at
Hsd17b11,1434642_at
Tbl1x,1434643_at
LOC100041953 /// LOC100047209 /// Sap18,1434646_s_at
Ccm2,1434649_at
Srr,1455045_at
Cldn3,1434651_a_at
Ptk2b,1434653_at
3110056O03Rik,1434658_at
5830411G16Rik,1434659_at
Syngr1,1434661_at
Dcun1d1 /// Tes3-ps,1455054_a_at
Lyst,1434674_at
Lmo7,1455056_at
Mtmr9,1455058_at
LOC100047888 /// Ncan,1434679_at
G3bp1,1455060_at
4932441K18Rik,1434681_at
D3Ertd300e,1449738_s_at
Lycat,1434690_at
Sfrs2ip,1434691_at
1110034B05Rik,1434692_at
Lrrc8a,1434694_at
EG667410 /// Gnpda1,1455065_x_at
Dtl,1434695_at
1110001P04Rik,1434697_at
Mia3,1455066_s_at
2600009E05Rik,1434702_at
Extl3,1434703_at
Mll5,1434704_at
Nrcam,1434709_at
Zbtb7b,1455071_at
Cep350,1455072_at
Cdadc1,1455073_at
Ero1lb,1434714_at
A2m /// LOC677369,1434719_at
A730098P11Rik /// EG627352 /// LOC433598 /// LOC433955 /// LOC626309 /// Morf4l1,1456142_x_at
Shmt2,1455084_x_at
Hlf,1434735_at
Fmr1nb,1434739_at
Yrdc,1434744_at
Gng12,1455089_at
Ctrc,1434747_at
Ckap2,1434748_at
Ids,1434751_at
Cbfa2t2,1434757_at
C79407,1434767_at
Tpp1,1434768_at
Pard3,1434775_at
Sema5a,1434776_at
Mycl1,1434777_at
Tmem106c,1434784_s_at
Cacng5,1434785_at
Atp6v0a2,1434791_at
Wdr78,1434793_at
Vamp4,1434796_at
Mllt1,1434805_at
Wars,1434813_x_at
Gpi1,1434814_x_at
Mogat2,1455099_at
Pkig,1434820_s_at
LOC100045983,1434821_at
Baz1b,1434824_at
Thoc6,1434827_at
Nfatc2ip,1434836_at
Tbl1xr1,1434839_s_at
Upf3b,1434842_s_at
Hexdc,1434844_at
Dennd4c,1434846_at
Iqgap3,1434850_at
Pla2g2f,1434852_at
Rps10,1434854_a_at
Ankrd44,1434856_at
4933431E20Rik,1434868_at
Hmgn3,1434875_a_at
Nptx1,1434877_at
Cdc34 /// LOC100046898,1434879_at
Kctd12,1434881_s_at
Mtdh,1434883_at
Opa3,1434886_at
LOC100047292,1434889_at
D730040F13Rik,1455134_at
Atp1a2,1455136_at
Zfp422-rs1,1434896_at
C330027C09Rik,1449699_s_at
Mkl1,1434900_at
Zbtb2,1434901_at
Hivep2,1434904_at
0610005C13Rik,1434906_at
Nlgn2,1455143_at
Rab6b,1434914_at
Sh3rf1,1455149_at
Evl /// LOC100047333,1434920_a_at
Phf12,1434922_at
AI462493,1455152_at
Cox19,1434923_at
Phf2,1434924_at
Lsm14b,1455155_at
Strn,1455156_at
Itga3,1455158_at
Neo1,1434931_at
Adarb1,1434932_at
Aak1 /// LOC100043555,1434935_at
Phr1,1434937_at
Rbm9,1434938_at
Rgs19,1434940_x_at
Esf1,1434941_s_at
BC023055,1434943_at
Dmpk,1434944_at
Cox8c,1455167_at
Ccdc93,1434953_at
Mpp5,1434954_at
Sacs,1434958_at
Dhh,1434959_at
Ccl27,1434962_x_at
X83328,1434964_at
1434970_a_at,1434970_a_at
1434971_x_at,1434971_x_at
E130303B06Rik,1434981_at
9130206N08Rik,1434992_at
Dedd,1434995_s_at
Iqgap1,1434998_at
Suv420h1,1434999_at
Pi4ka,1435003_at
Abcb7,1435006_s_at
AI132487,1435007_s_at
Phf13,1455175_at
Ahi1,1455177_at
Ela3 /// LOC242711 /// LOC638198 /// LOC638418,1435012_x_at
Mpp7,1455179_at
Heatr2 /// LOC100047946,1435013_at
AA407270,1455180_at
Atxn7l3,1435019_at
Itsn2,1435023_at
Mobkl1a,1455184_at
Upf2,1435030_at
LOC100045440 /// Rg9mtd2,1435035_at
Myl6,1435041_at
9130004C02Rik,1435042_at
EG383815 /// LOC668041 /// LOC668724 /// LOC677113 /// Rps24,1455195_at
Plekhh1,1435053_s_at
Eme1,1435054_at
EG545878 /// Tom1,1435055_a_at
Pofut2,1435056_x_at
Polr1e,1435057_x_at
Stxbp3a,1435058_x_at
Gm50 /// LOC100045737,1455202_at
B230208H17Rik,1435067_at
C130006E23,1455206_at
2410017P09Rik,1455207_at
Pck1,1455209_at
Klhdc2,1435086_s_at
Zfp362,1435087_at
Zfp568,1435091_at
Mitf,1455214_at
Farsb,1435103_x_at
Rnf208,1435105_at
Dnpep,1460579_at
Limch1,1435106_at
Frat2,1455220_at
Unc5b,1435110_at
Ubp1,1455222_a_at
Stmn3,1435113_x_at
Wdhd1,1435114_at
Baiap2,1435128_at
1435129_at,1435129_at
BC068110,1435130_at
1200015M12Rik /// 1200016E24Rik /// A130040M12Rik /// E430024C06Rik,1435137_s_at
Ide,1435140_at
Atp1b2,1435148_at
Leng8,1435152_at
BC046331,1435156_at
Ahsa2,1435160_at
Prkg2,1435162_at
A930001N09Rik,1435169_at
Eomes,1435172_at
LOC100045795 /// Rsbn1,1435174_at
Id2,1435176_a_at
Npr3,1435184_at
Cdsn /// LOC100043961 /// LOC100044189,1435191_at
Sox3,1435192_at
A230050P20Rik,1435193_at
Pgs1,1455229_x_at
Hspa4,1435194_at
Serf2,1455236_x_at
Usp36,1455237_at
Gjc2,1435214_at
6330512M04Rik,1455239_at
Odf2,1435216_a_at
Cdc42se2,1435220_s_at
1435221_at,1435221_at
Foxp1,1455242_at
Rnf19b,1435226_at
BC023829 /// LOC100045774,1435228_at
EG668182 /// LOC100039656 /// LOC100040416 /// LOC100040605 /// LOC100044916 /// LOC280047 /// LOC674921 /// LOC675192 /// Rpl13,1460581_a_at
Rpl13,1455245_x_at
Coq4,1435231_at
1435232_x_at,1435232_x_at
Txnl1,1435235_at
Gria1,1435239_at
Baz2b,1435240_at
Zfp746,1435243_at
4930535B03Rik,1455253_at
B3galt6,1435252_at
4833420G11Rik,1455255_at
Tmem141,1435258_at
Itpkb,1435272_at
Cox6b2,1435275_at
C1qdc2,1455264_at
LOC100046344 /// LOC100047753 /// Nme1,1435277_x_at
Rgs16,1455265_a_at
Coro1a,1455269_a_at
H2-Aa,1435290_x_at
LOC620695,1455271_at
1110004E09Rik,1435301_at
Gm1060,1455279_at
2900034E22Rik,1435315_s_at
AW112037,1435326_at
BC094916 /// LOC100048304 /// LOC637605 /// Pyhin1,1435330_at
LOC100048304 /// Pyhin1,1435331_at
1110007M04Rik,1435333_at
Btbd1,1455286_at
Gnptab,1435335_a_at
Celsr2,1435336_at
1110036O03Rik,1455288_at
Stau1,1435347_at
Pigk,1435352_at
Golt1b,1460583_at
D4Wsu53e,1435357_at
Cuedc1,1435358_at
Zfp651,1435360_at
Foxj3,1435362_at
Parp1,1435368_a_at
Fastkd5,1435369_at
BC052328,1435375_at
Ddhd2,1435376_at
Vwf,1435386_at
Rhoc,1435394_s_at
1455298_at,1455298_at
Dctn1,1435414_s_at
AI464131,1435417_at
1435420_at,1435420_at
Tmem1,1435430_at
2310047M15Rik,1435431_at
Wdsof1,1435442_at
Atf6,1435444_at
Trp53i13,1455315_at
ENSMUSG00000073624,1455316_x_at
Mip,1435447_at
Bcl2l11,1456005_a_at
Cpne3,1435450_at
Rps8,1455319_x_at
Pim1,1435458_at
Myo1d,1435463_s_at
Clec16a,1455326_at
C76566,1435468_at
1435479_at,1435479_at
Xrcc2,1455335_at
A4galt,1455338_at
Adora1,1435495_at
Fkbp15,1455339_at
Plekha7,1455343_at
EG666642 /// LOC100039782 /// LOC100044494 /// LOC100045312 /// LOC100046734 /// LOC433941 /// LOC622707 /// LOC665032 /// Rpl29,1455348_x_at
Ralb,1435517_x_at
LOC100048397,1455349_at
LOC100048397 /// Rap1b,1435519_at
Tmem62,1455350_at
2010109N14Rik,1435524_at
Kctd17,1435525_at
Tor1aip2,1435526_at
Nfic,1435527_at
D2Bwg1335e,1435528_at
Camsap1,1455356_at
4933426K21Rik /// LOC100048362,1435532_at
LOC100043869 /// LOC100044630 /// Tomm20,1435534_a_at
Btc,1435541_at
Fhod3,1435551_at
Erf,1435561_at
1435565_at,1435565_at
Phka1,1435567_at
2310014L17Rik,1435572_at
Otud5,1435573_at
Dab1,1435578_s_at
Pcid2,1435586_at
Bai1 /// LOC100045900,1455363_at
EG640050 /// Rps7,1455364_a_at
Rps7,1435593_x_at
1435602_at,1435602_at
Dnd1,1455367_at
Cpeb3,1455372_at
Rasgrf1,1435614_s_at
Hs3st3a1,1435622_at
LOC668321 /// Marcksl1,1435627_x_at
BC005512 /// EG641366 /// LOC629242,1435628_x_at
D030056L22Rik,1455384_x_at
Acat2,1435630_s_at
Exoc6,1455385_at
LOC100039786 /// LOC664895 /// LOC676123 /// Ywhaq,1460590_s_at
Pcmtd1,1455388_at
Gsk3a,1435638_at
2610528A11Rik,1435639_at
Snora65,1435655_at
Tpi1,1435659_a_at
LOC100039021 /// LOC100041081 /// LOC100041801 /// LOC546061 /// LOC624083 /// LOC664787,1435660_at
Mast3,1435666_at
Zfp532,1435669_at
Pla2g4f,1455408_at
Epb4.1l1,1460592_at
Ttc16,1455414_at
Ssr4,1435709_at
6330503C03Rik,1455421_x_at
Il17d /// LOC100046772,1435714_x_at
Snrpn /// Snurf,1435716_x_at
Ndg1,1455423_at
Wnk2,1455424_at
EG241053 /// EG622589 /// EG633570 /// LOC546659 /// LOC546695 /// LOC622098 /// LOC630855 /// LOC639477 /// LOC668706 /// Rpl12,1435725_x_at
Mapbpip,1435729_at
1435731_x_at,1435731_x_at
Dus1l,1435734_x_at
H47,1435735_x_at
Smek1,1435742_at
Fgf14,1435747_at
1110001A16Rik,1435755_at
Samd10,1435756_at
LOC675709,1435758_at
Pacs1,1435762_at
Scn3b,1435767_at
Slc5a1,1455431_at
3110048L19Rik,1455433_at
Psd,1435780_at
Chdh,1455435_s_at
LOC668206,1435782_at
B230112C05Rik,1435783_at
2900086B20Rik,1435788_at
1435789_x_at,1435789_x_at
Lgals1,1455439_a_at
LOC100040745 /// LOC100041933 /// LOC100042067 /// LOC100042880 /// LOC100045527 /// LOC100046300 /// LOC100047874 /// Rpl17,1435791_x_at
Csprs /// EG665317 /// EG665338 /// LOC100040158 /// LOC100040213,1435792_at
1455441_at,1455441_at
Csda,1435800_a_at
D430019H16Rik,1455447_at
Zbtb45,1435802_at
Eif4e2,1435803_a_at
Cdc42 /// LOC664922,1435807_at
EG629575 /// EG667717 /// LOC100043734 /// LOC216036 /// LOC236932 /// LOC545640 /// LOC623245 /// LOC624159 /// LOC638497 /// LOC639593 /// LOC666613 /// LOC667739 /// LOC667878 /// LOC667922 /// LOC668015 /// LOC668387 /// LOC675985 /// LOC676494 /// Rps6,1435816_at
Cyp2c54,1455457_at
Gmppa,1460594_a_at
Ppp1r8,1435821_s_at
Adcy2,1455462_at
1435833_at,1435833_at
LOC100040608 /// LOC100046423,1435834_at
Gpr133,1455466_at
Eif4h,1438554_x_at
LOC625360,1435840_x_at
Cdc42bpa,1435847_at
Cyp2d12,1435853_at
Aplp1,1435857_s_at
Pdzk1ip1,1455477_s_at
Psmc2,1435859_x_at
Slc5a6,1435860_at
Son,1435862_at
Commd6,1435863_at
Ube2d3,1455480_s_at
1810063B05Rik,1435864_a_at
Hist3h2a,1435866_s_at
1435870_at,1435870_at
2600009P04Rik,1435871_at
1435872_at,1435872_at
Pias1,1455486_at
6230416J20Rik,1455488_at
Ubtf,1455490_at
Hnrph3,1455491_at
Mark2,1435889_at
Syne1,1455493_at
LOC677143 /// Sfxn2,1435896_at
Col1a1,1455494_at
Cd300a,1435903_at
Gbp2,1435906_x_at
Gatad2a,1455505_at
AI987662,1435939_s_at
Rhbdl3,1435941_at
Kcnn4,1435945_a_at
Sepsecs,1435946_at
Zc3h3,1435949_at
Hr,1435950_at
Grip1,1435951_at
Pigb,1435958_at
Trappc1,1436019_a_at
EG629575 /// LOC100043734 /// LOC216036 /// LOC236932 /// LOC545640 /// LOC623245 /// LOC624159 /// LOC638497 /// LOC639593 /// LOC666613 /// LOC667739 /// LOC667878 /// LOC667922 /// LOC668015 /// LOC668387 /// LOC675985 /// LOC676494 /// Rps6,1435962_at
Sephs1,1455511_at
Taok3,1435964_a_at
Cnot3,1435965_at
Mrpl13,1435966_x_at
Hibadh,1435967_s_at
LOC100044468 /// Nlk,1435970_at
Nav2,1435981_at
Ik,1435988_x_at
Mrpl22,1435995_at
Ccnb1ip1,1435998_at
Diras1,1455526_at
Sfrs14,1436005_at
Scrn2,1436012_s_at
Ighv14-2,1455530_at
Mfsd4,1455531_at
Zfp703,1436026_at
Osbpl11,1436027_at
LOC100047857,1436030_at
Cachd1 /// LOC100047857,1436031_at
1436032_at,1436032_at
Cep68,1436034_at
ENSMUSG00000055849,1455539_at
Cps1,1455540_at
Tln1,1436042_at
Exoc8,1436048_at
Tox4,1436049_at
Hes6,1436050_x_at
Uevld,1455551_at
Rsad2,1436058_at
Kalrn,1436066_at
A630007B06Rik /// LOC674488,1436073_at
Notch2,1455556_at
Vapb,1436079_s_at
Sox12,1455562_at
Ddx49,1455563_at
1436092_at,1436092_at
AI118078,1436112_at
Slc6a17,1436137_at
EG432681 /// EG626367 /// EG667682 /// EG668409 /// LOC100043192 /// LOC638399 /// LOC668536 /// Rpl31,1436144_at
LOC100042388 /// LOC100042791 /// LOC100047329 /// LOC100047828 /// Rps18,1455572_x_at
Hbxip,1436152_a_at
Eif4ebp2,1455575_at
C730048C13Rik,1436162_at
Rpl41,1455578_x_at
Shf,1436167_at
Csn1s2a,1455579_at
9530028C05,1436172_at
1455582_at,1455582_at
1500004A13Rik,1436176_at
1436182_at,1436182_at
BC030183,1455587_at
E2f8,1436186_at
1110054M08Rik,1436187_at
Apob,1455593_at
2310075K07Rik,1436198_at
1455601_at,1455601_at
Tmem71,1436212_at
1110028C15Rik,1455602_x_at
4732471D19Rik,1436235_x_at
Hira,1436241_s_at
Frmd5,1436243_at
Tspan33,1455618_x_at
D830044I16Rik,1436255_at
Hoxa9,1455626_at
1436261_at,1436261_at
LOC100045117 /// Otud5,1436262_x_at
Epb4.1l4b,1455628_at
Htra2,1436269_s_at
EG626571 /// LOC630700,1436270_at
Rab3gap2,1436272_at
Rnf207,1436277_at
1600014C10Rik,1455641_at
Oaz1,1436292_a_at
Grina,1436297_a_at
Paics,1436298_x_at
Ripk5,1436301_at
Myo9a,1436307_at
Myst3,1436315_at
9430029L20Rik,1436316_at
1436320_at,1436320_at
Vps53,1455644_at
1455650_at,1455650_at
Ptrh1,1436336_at
4930420K17Rik,1436337_at
1810058I24Rik,1436339_at
Ccnj,1455653_at
5830404H04Rik,1436344_at
1436348_at,1436348_at
2700094K13Rik,1436349_at
1436357_at,1436357_at
2700079J08Rik /// Ccrn4l /// LOC100040359 /// LOC100041308 /// LOC100042078 /// LOC100042092 /// LOC100043548 /// LOC100043775 /// LOC100044145,1436362_x_at
Gucy2c,1436370_at
Pdxdc1,1436372_a_at
Zbtb12,1436382_at
EG666274 /// EG668457 /// Rps10,1436384_at
Ganc,1436385_at
Sema4b,1455678_at
Mical2,1455685_at
Cox8a /// LOC100048483,1436409_at
Cyp21a1,1455691_at
1700097N02Rik,1436419_a_at
EG434404 /// EG629575 /// EG666577 /// LOC100043734 /// LOC236932 /// LOC638497 /// LOC666613 /// LOC667739 /// LOC667922 /// Rps6,1455693_x_at
Nbeal2,1455694_at
Prpf4b,1455696_a_at
Mterfd3,1455700_at
Ptpn14,1436442_at
Ptgs1,1436448_a_at
LOC100042343 /// Tmed2,1436451_a_at
Fen1,1436454_x_at
Phb2,1455713_x_at
LOC100038746,1455715_at
OTTMUSG00000016327,1436462_at
Dpp7,1436479_a_at
LOC100045999 /// LOC640204 /// Ran /// Rasl2-9,1436490_x_at
Arih1,1436498_at
Apoa4,1436504_x_at
Ppig,1436505_at
Snhg6,1436506_a_at
Arl4c /// LOC632433,1436512_at
Zrsr2,1455727_at
H1fx,1436517_at
Dlg7,1455730_at
Slc29a3,1455731_at
Kazald1,1436528_at
1436542_at,1436542_at
Dgke,1436547_at
A730098P11Rik /// EG627352 /// LOC433598 /// LOC626309 /// Morf4l1,1455742_x_at
Suv39h2,1436561_at
4932441J04Rik,1436563_at
Ggtla1,1455747_at
Rab40b,1436566_at
LOC100040563 /// LOC100040603 /// Tmem181,1455748_at
1436570_at,1436570_at
Spry2,1436584_at
Rttn,1436588_at
Prkd2,1436589_x_at
Prkcc,1455758_at
Abcc8,1455765_a_at
Coro6,1436613_at
Cd151,1437670_x_at
R74740,1436616_at
Ccdc45,1436620_at
Entpd7,1436623_at
Hamp2,1436643_x_at
Cnot4,1436645_a_at
1455781_at,1455781_at
Tctex1d4,1436653_at
B130024G19Rik,1436658_at
5730409G15Rik,1436668_at
1700019G17Rik,1436670_x_at
Rundc3a,1436674_at
1810032O08Rik,1436677_at
Ddb2,1436680_s_at
LOC100043712 /// LOC100047613 /// LOC100048142 /// Tmsb10,1436682_at
Riok2,1436684_a_at
LOC100042741 /// LOC100046449 /// Zfp706,1436686_at
LOC100042023 /// LOC100042741 /// LOC100046449 /// LOC100046556 /// Zfp706,1436687_x_at
Aldh9a1,1436689_a_at
