Symbol,Affi_ID
Rad51,1418281_at
Serpina1b,1418282_x_at
Plscr3,1449020_at
Cldn4,1418283_at
Vps72,1418284_at
Efnb1,1418285_at
Rpp21,1449021_at
Dmbt1,1418287_a_at
Lpin1,1418288_at
Nes,1449022_at
Ezh1,1449023_a_at
Hexa,1449024_a_at
Zfp87,1418291_at
Ifit3,1449025_at
Asna1,1418292_at
Ifit2,1418293_at
Ifnar1,1449026_at
Dgat1,1418295_s_at
Fxyd5,1418296_at
Dpysl4,1418298_s_at
Rhou,1449027_at
Mknk2,1418300_a_at
Irf6,1418301_at
Ppt2,1418302_at
1700113O17Rik,1418303_at
Syn2,1460230_at
Pcdh21,1418304_at
Nola1,1418305_s_at
Cited1,1449031_at
Crybb1,1418306_at
Prl2a1,1449032_at
LOC100046837 /// Sbp /// Sbpl,1418307_a_at
Srpk1,1454042_a_at
Hus1,1418308_at
Tnfrsf11b,1449033_at
Rlbp1,1418310_a_at
Fn3k,1418311_at
Zfp276,1418312_at
Klkb1,1449034_at
A2bp1,1418314_a_at
4930544G11Rik,1449035_at
Nr5a1,1418315_at
LOC100047588 /// Mark3,1418316_a_at
Lhx2,1418317_at
Rnf128,1418318_at
1810047C23Rik,1418319_at
Prss8,1418320_at
Dci,1418321_at
Crem,1418322_at
Hsd11b1,1449038_at
Fem1b,1418323_at
Sephs2,1449040_a_at
LOC100047619 /// Slc7a5,1418326_at
Trip6,1449041_a_at
1110058L19Rik,1418327_at
Chkb /// Cpt1b,1418328_at
Pgpep1,1418329_at
Ctcf,1418330_at
Naga,1449043_at
1110031I02Rik,1418331_at
Agtpbp1,1418332_a_at
Dbf4,1418334_at
Eef1e1,1449044_at
Dph1 /// RP23-143A14.5,1418335_a_at
Afg3l1,1449045_at
Josd2,1449046_a_at
Rpia,1418337_at
Hacl1,1449047_at
Recql,1418339_at
Fcer1g,1418340_at
Rab4a,1418341_at
Tlr1,1449049_at
Rfc1,1449050_at
Gtf2ird2,1418343_at
Acadsb,1455446_x_at
Tmem8,1418344_at
Tnfsf12-tnfsf13 /// Tnfsf13,1418345_at
Insl6,1418346_at
Ppara,1449051_at
Hbegf,1418350_at
Dnmt3b,1418351_a_at
Hsd17b2,1418352_at
Cd5,1418353_at
Nucb2,1418355_at
Mpst,1418356_at
Foxg1,1418357_at
Smcp,1418358_at
Wbscr27,1418359_at
Zfp179,1418360_at
E330009J07Rik,1449056_at
Kel,1449057_at
Gas8,1418361_at
Gli1,1449058_at
Zfp42,1418362_at
Lalba,1418363_at
Ftl1,1418364_a_at
EG665937 /// Ftl1 /// Ftl2 /// LOC382986 /// LOC545679 /// LOC633082 /// LOC636666 /// mCG_17237,1422301_at
EG665937 /// Ftl1 /// Ftl2 /// mCG_17237,1422302_s_at
Ctsh,1418365_at
Hist1h2ad /// Hist1h2an /// Hist2h2aa1 /// Hist2h2aa2 /// Hist2h2ac,1418367_x_at
Retnlb,1418368_at
Kif2c /// LOC631653,1449060_at
Prim1,1449061_a_at
Tnnc1,1418370_at
Khk,1449062_at
Dynll2,1418371_at
Sec22b,1449063_at
Adsl,1418372_at
Pgam2,1418373_at
Fxyd3,1418374_at
Slc13a1,1431379_a_at
Mbd6,1418375_at
Tdh,1449064_at
Acot1 /// LOC100044830,1449065_at
Acot2,1422996_at
Acot1 /// Acot2 /// LOC100044830,1422997_s_at
Fgf15,1418376_at
Bpil1,1418378_at
Slc2a2,1449067_at
Gpr124,1418379_s_at
Terf1,1418380_at
Zfp148,1449069_at
Apcdd1,1418382_at
Apool,1418384_at
Myl7,1449071_at
Cuedc2,1431145_a_at
N6amt2,1449072_a_at
Mphosph8,1418388_s_at
2810453I06Rik,1418389_at
Vegfb,1451803_a_at
Phf21a,1418391_at
Flnc,1449073_at
Gbp3,1418392_a_at
Irf5,1460231_at
1700019N12Rik,1449074_at
Exdl2,1449075_at
Rorc,1425792_a_at
Itga7,1418393_a_at
Cd97,1418394_a_at
Slc47a1,1418395_at
Gpsm3,1418396_at
Zfp275,1418397_at
Tspan32,1418398_a_at
Kctd9,1418399_at
Larp6,1418400_at
Dusp16,1418401_a_at
Adam19 /// LOC100045780,1418402_at
Rad9,1418404_at
Hgfac,1418405_at
LOC100047749 /// Pde8a,1418406_at
Zfand1,1418408_at
Jrk,1418410_at
Fbxl8,1418411_at
Tpd52l1,1418412_at
Cav3,1418413_at
Kcnh1,1418414_at
Hoxb5,1418415_at
Psg23,1418416_x_at
Msc,1418417_at
Hsd3b2 /// Hsd3b3 /// Hsd3b6,1460232_s_at
Prl8a6,1418418_a_at
Fbxl20,1418419_at
Myod1,1418420_at
Bcl6b,1418421_at
LOC100044927 /// Tnfaip6,1418424_at
Sp7,1418425_at
Gtf2a1l,1418426_at
Kif5b,1418427_at
Cab39,1418433_at
Stx7,1418436_at
Mlx,1425930_a_at
Fabp2,1418438_at
D10Ertd322e,1418439_at
Col8a1,1418441_at
LOC100046254,1449076_x_at
Xpo1,1418442_at
Eraf,1449077_at
Mir16,1418444_a_at
LOC100045628 /// Slc16a2,1418445_at
Golga5,1418447_at
Rras,1418448_at
St3gal6,1449079_s_at
Lad1,1418449_at
Islr,1418450_at
Hdac2,1449080_at
Guca2b,1460233_at
Gng2,1418451_at
Ces3,1435371_x_at
Mfap5,1449082_at
Copz2,1418455_at
Cxcl14,1418457_at
Anapc7,1418458_at
Ccdc91,1418459_at
Sh3d19,1449084_s_at
Phf10,1449085_at
Exosc9,1418462_at
Tacc2,1425745_a_at
Pik3r2,1418463_at
Matn4,1418464_at
Ncf4,1418465_at
Fbp2,1449088_at
Smarcd3,1418467_at
Anxa11 /// LOC100039484 /// LOC100039503,1418468_at
Nrip1,1449089_at
Yes1,1449090_a_at
Cldn8,1449091_at
Pgf,1418471_at
Aspa,1418472_at
LOC100045551 /// Ppm1d,1449092_at
Cutc,1418473_at
1500005A01Rik,1418474_at
Scnn1b,1418475_at
Crlf1,1418476_at
Matn1,1418477_at
Ctf1,1449093_at
Gja7,1449094_at
Lmo1,1418478_at
Vps54,1449095_at
Ppbp,1418480_at
Ccdc127,1449096_at
Pkmyt1,1418481_at
Wdr81,1460234_at
LOC100044101 /// Txnrd2,1449097_at
Cyb561d2,1418482_at
Poli,1449098_a_at
Ggta1,1418483_a_at
Tekt2,1418484_at
Lrba,1449099_at
Slc4a3,1418485_at
Vnn1,1418486_at
Ripk4,1418488_s_at
Calcrl,1425814_a_at
Sdsl,1418490_at
Pard6a,1449100_at
Pus3,1418491_a_at
Grem2,1418492_at
Snca,1418493_a_at
Ebf2,1449102_at
Zc3h8,1418495_at
Foxa1 /// LOC100047556,1418496_at
Tex101,1449103_at
Fgf13,1418497_at
Kcne3,1418499_a_at
Upk3a,1449104_at
Nap1l3,1418500_at
Sh2d2a,1449105_at
Oxr1,1418502_a_at
Gpx3,1449106_at
Hspa9,1418503_at
LOC100048122 /// Nudt4,1449107_at
Fdx1,1449108_at
Prdx2,1418506_a_at
Socs2,1418507_s_at
Rhob,1449110_at
Grb2,1449111_a_at
Cbr2,1418509_at
Fbxo8,1418510_s_at
Slc27a5,1449112_at
Dpt,1418511_at
Scarb2,1460235_at
Gpbp1l1,1449113_at
Stk3,1449114_at
Mtf2,1418516_at
Dtymk,1449116_a_at
Irx3,1418517_at
Jund,1449117_at
Furin,1418518_at
Aadat,1418519_at
LOC100038890 /// Tgoln1 /// Tgoln2,1418520_at
Dbt,1449118_at
Mtx1,1418521_a_at
Arih2,1449119_at
LOC100044052 /// Pcm1,1449120_a_at
Fusip1 /// LOC630233 /// LOC632268,1418526_at
Osgep,1418529_at
Nup160,1418530_at
Oosp1,1418531_at
3110003A22Rik,1449122_at
Fzd2,1418534_at
Itih3,1449123_at
Rgl1,1449124_at
H2-Q5 /// H2-Q6 /// H2-Q7 /// H2-Q8 /// LOC100044019 /// LOC100044020 /// LOC100044021,1418536_at
Tnfaip8l1,1449125_at
Isoc2b,1418537_at
Kdelr3,1418538_at
Zfp90,1449126_at
Ptpre,1418540_a_at
Selplg,1449127_at
Ccdc43,1449128_at
Klk10,1460236_at
Kcnip3,1418544_at
Wasf1,1418545_at
Stambpl1,1418546_a_at
Tfpi2,1418547_at
Svs6,1418548_at
Cga,1418549_at
Defcr-rs1,1418550_x_at
Cd1d1,1449130_at
Mybpc3,1418551_at
Opn1sw,1418552_at
Arhgef18,1418553_at
Sprr1a,1449133_at
Gpr182,1418554_at
Spic,1418555_x_at
Capza3,1418556_at
Sox18,1449135_at
Tssk3,1418557_s_at
Rax,1418558_at
Epx,1449136_at
Tesp1,1418559_at
Pdha1,1418560_at
Sf3b1,1449138_at
2310008M10Rik,1449139_at
Nudcd2,1449140_at
Srp14,1418568_x_at
Fblim1,1449141_at
Ncstn,1418570_at
Tnfrsf12a,1418571_at
Raly,1418573_a_at
Shfm1,1418574_a_at
Yipf5,1418576_at
Trim8,1418577_at
Dgka,1418578_at
Rtp4,1418580_at
Gna11,1449144_at
Limk2,1452060_a_at
Cav1,1449145_a_at
Hint3,1418583_at
Ccnh,1418585_at
Adcy9,1418586_at
Notch4,1449146_at
Chst1,1449147_at
Nt5m,1453767_a_at
Phtf1,1449148_a_at
Traf3,1418587_at
Nrsn1,1418588_at
Mlf1,1418589_a_at
Krba1,1449150_at
Pctk3,1449151_at
Taf6,1418593_at
LOC100044566 /// Ncoa1,1418594_a_at
S3-12,1418595_at
Cdkn2b,1449152_at
LOC100044969 /// Top3a,1418597_at
Ubox5,1418598_at
Mmp12,1449153_at
Col11a1,1418599_at
Klf1,1418600_at
Polr3g,1449155_at
Aldh1a7,1418601_at
Cdh15,1418602_at
Avpr1a,1418603_at
Ly9,1449156_at
Nr2c1,1449157_at
Hoxd10,1418606_at
Zkscan14,1418607_at
Kcnk2,1449158_at
Calml3,1418608_at
Msln,1460238_at
Gnb3,1449159_at
Il1f6,1418609_at
Npr1,1449160_at
Gpr162,1418611_at
Slfn1,1418612_at
Kcnj1,1418614_at
Edn2,1449161_at
Astn1,1418615_at
Mafk,1418616_at
Clgn,1418617_x_at
En1,1418618_at
Icam5,1418619_at
Phox2a,1418620_at
Rab2,1418622_at
LOC100045189 /// LOC630930 /// LOC677262 /// Ybx1,1418624_at
3000002C10Rik /// EG433184 /// EG433273 /// EG544878 /// EG545741 /// EG622339 /// EG666342 /// EG666488 /// Gapdh /// LOC100039163 /// LOC100039214 /// LOC100039229 /// LOC100039258 /// LOC100039556 /// LOC100039762 /// LOC100039840 /// LOC100039875 /// LOC100040001 /// LOC100040053 /// LOC100040109 /// LOC100040634 /// LOC100040898 /// LOC100041204 /// LOC100041245 /// LOC100041325 /// LOC100041342 /// LOC100041748 /// LOC100041831 /// LOC100042025 /// LOC100042107 /// LOC100042148 /// LOC100042349 /// LOC100042375 /// LOC100042799 /// LOC100043283 /// LOC100043659 /// LOC100043724 /// LOC100043797 /// LOC100043853 /// LOC100044454 /// LOC100044628 /// LOC100044707 /// LOC100044715 /// LOC100044981 /// LOC100045120 /// LOC100045141 /// LOC100045230 /// LOC100045395 /// LOC100045908 /// LOC100045954 /// LOC100046067 /// LOC100046117 /// LOC100046224 /// LOC100046574 /// LOC100047232 /// LOC100047637 /// LOC100047709 /// LOC100047995 /// LOC100048117 /// LOC100048253 /// LOC100048291 /// LOC100048329 /// LOC100048639 /// LOC435292 /// LOC629081 /// LOC665922 /// LOC666891 /// LOC668010 /// LOC668275 /// LOC674324 /// LOC675199 /// LOC675514 /// LOC676112 /// OTTMUSG00000005300 /// RP23-403O15.4,1418625_s_at
Gclm,1418627_at
LOC100039133 /// LOC100047093 /// Ube2h,1418631_at
Ube2h,1418632_at
Notch1,1418634_at
Etv3 /// LOC100045950,1418637_at
H2-DMb1,1418638_at
H2-DMb2,1419744_at
H2-DMb1 /// H2-DMb2,1449580_s_at
Sftpc,1418639_at
Sirt1,1418640_at
Lcp2,1418642_at
Tspan13,1418643_at
Hal,1418645_at
Gna-rs1,1418647_at
Egln3,1418649_at
Spata6,1418651_at
Cxcl9,1418652_at
Cyp2c50,1418653_at
Hao3,1418654_at
B4galnt1,1418655_at
EG665903 /// LOC100044729 /// LOC100046579 /// Lsm5,1418656_at
Znhit4,1418657_at
2410005O16Rik,1418658_at
Clock,1418659_at
Clock /// LOC620729,1418660_at
Abhd2,1418661_at
2210012G02Rik,1418662_at
Mpdz,1418664_at
Impa2,1418665_at
Pop7,1449162_at
Ptx3,1418666_at
2410002O22Rik,1418667_at
Acsm1,1418668_at
Hspg2,1418669_at
Sigirr,1449163_at
Cd68,1449164_at
Capn5,1418671_at
Akr1c13,1418672_at
S100a14,1449166_at
Snai2,1418673_at
Epb4.1l4a,1449167_at
Osmr,1418674_at
Akap2,1449168_a_at
Isl2,1418676_at
Actn3,1418677_at
Has2,1418678_at
Mcpt4,1425967_a_at
Gzmf,1418679_at
Sco2,1432181_s_at
P2rx1,1429794_a_at
Serpind1,1418680_at
Alg13,1418681_at
Piwil2,1449170_at
Ttk,1449171_at
Adad1,1418682_at
Lin7b,1449172_a_at
Zfp33b,1418684_at
Mpp2,1449173_at
Khdrbs3,1453317_a_at
Oas1c,1418686_at
Arc,1418687_at
Art4,1449174_at
Gpr65,1449175_at
Calcr,1418688_at
Cts6,1418689_at
Ptprz1,1418690_at
Rgs9,1418691_at
Ccna1,1449177_at
Rab8a,1418692_at
Pdlim3,1449178_at
Hnrnpc,1460240_a_at
Pdc,1449179_at
Kcmf1 /// LOC100047784,1418695_a_at
BC021608,1418696_at
Inmt,1418697_at
Fech,1418698_a_at
Retn,1449182_at
Lias,1418700_at
Comt,1449183_at
Rai12,1431411_a_at
2810428I15Rik,1418702_a_at
Rbms1,1418703_at
Pglyrp1,1449184_at
S100a13,1418704_at
Crx,1449185_at
Slc38a3,1418706_at
Bag4,1449186_at
Apoc4,1418708_at
Cox7a1,1418709_at
Cd59a,1418710_at
Pdgfa,1418711_at
Midn,1449188_at
Cdc42ep5,1418712_at
Pcbd1,1418713_at
BC003266,1449189_at
Pla2g12a,1452026_a_at
Dusp8,1418714_at
Wfdc12,1449191_at
Pank1,1418715_at
Atf7ip,1449192_at
Psmd10,1436559_a_at
Cd5l,1449193_at
Mrps25,1418716_at
Cxcl16,1418718_at
2410004L22Rik,1418719_at
EG619900 /// EG667035 /// LOC100042019 /// LOC100045633 /// LOC100047474 /// LOC100048669 /// LOC639567 /// LOC668779 /// Rps27a,1449196_a_at
Cops7b,1418721_at
Ngp,1418722_at
Edg7,1418723_at
St3gal5,1449198_a_at
Cfi /// LOC100047470,1418724_at
Muc1,1449199_at
Dnajc5b,1418725_at
Tnnt2,1418726_a_at
Nup155,1449200_at
Star,1418729_at
Rnf12,1418730_at
1500041N16Rik,1418732_s_at
Twist1,1418733_at
BE136769,1418734_at
Sema4g,1449202_at
Krt4,1418735_at
B3galnt1,1418736_at
Nudt2,1418737_at
Htatip2,1451814_a_at
Scn1b,1418738_at
Sgk2,1418739_at
Spert,1418740_at
Itgb7,1418741_at
Krt34,1418742_at
Gjb5,1449204_at
LOC100047138 /// Tesc,1418744_s_at
Ovol2,1449205_at
Omd,1418745_at
Sypl2,1449206_at
Sfpi1,1418747_at
Casp14,1418748_at
Psd3,1418749_at
Plxnb3,1418750_at
Sit1,1418751_at
Aldh3a1,1418752_at
Gfpt2,1418753_at
Adcy8,1418754_at
Tbx15,1418755_at
Kif20a,1449207_a_at
Papolb,1449208_at
Trh,1418756_at
Fhit,1425893_a_at
Trim69,1418757_at
Pscd3,1418758_a_at
Ptpn20,1418759_at
Rdh11,1418760_at
Igf2bp1,1449210_at
Cd55,1418762_at
Nit2,1418763_at
Bpnt1,1449211_at
Klf13,1432543_a_at
Timd2,1418765_at
Cyp4f13,1418767_at
Lage3,1449213_at
LOC100046998 /// Opa1,1449214_a_at
Slc22a21,1449215_at
Myoz2,1418769_at
Itgae,1449216_at
Cd2,1418770_at
Casp8ap2,1449217_at
BC016423,1418772_at
Cox8b,1449218_at
Fads3,1418773_at
Atp7a,1418774_a_at
AI837181,1418775_at
Gimap3 /// LOC100044538,1449220_at
Ccl25,1418777_at
Ccdc109b,1418778_at
Rgl3,1431829_a_at
Rce1,1418779_at
Cyp39a1,1418780_at
Nat9,1418781_at
Rxrg,1418782_at
Ebi3,1449222_at
Dnajb8,1449223_at
Trpm5,1449224_at
Grik5,1418784_at
Mapk8ip2,1449225_a_at
Hic1,1449226_at
Mbl2,1418787_at
Tek,1418788_at
Sntg2,1418789_at
Fezf2,1418790_at
Ch25h,1449227_at
Sh3gl2,1418791_at
Cry1,1433733_a_at
Cdkl2,1449229_a_at
Idua,1418793_at
Clec11a,1418796_at
Ms4a8a,1418797_at
Srpk3,1418798_s_at
Zfp296,1449231_at
Gata1,1449232_at
Col17a1,1418799_a_at
Bhlhb8,1418800_at
Zkscan1,1418801_at
Car15,1449234_at
R74862,1418802_at
Fasl,1449235_at
Dll3,1449236_at
Sucnr1,1418804_at
Sct,1418805_at
Csf3r,1418806_at
3110070M22Rik,1418807_at
Aloxe3,1449237_at
Rdh5,1418808_at
Crhr1,1418810_at
Psg16,1449238_at
1700045I19Rik,1449239_at
Barhl1,1418812_a_at
Gsbs,1449240_at
Serpina5,1418813_at
Klhl1,1449241_at
Myc,1424942_a_at
Hrg,1449242_s_at
Ndufa12,1418814_s_at
Rps19,1449243_a_at
Sptlc2,1460243_at
Cdh2 /// LOC100044363,1449244_at
Cdh2,1418815_at
Chmp1b,1418816_at
Aqp5 /// LOC100046616,1418818_at
Arl8b,1418819_at
Zcchc10,1418820_s_at
Cyp2a12,1418821_at
Arf6,1418822_a_at
Upb1,1460244_at
Irgm,1418825_at
Ms4a6b,1418826_at
Thex1,1418828_at
Eno2,1418829_a_at
Cd79a /// LOC100039627 /// LOC100047815,1418830_at
Pkp3,1418831_at
Agxt,1418833_at
Cno,1418834_at
Phlda1,1418835_at
Qprt,1418837_at
Abcd1,1418838_at
Glmn,1418839_at
Pdcd4,1418840_at
Cdc2l1,1418841_s_at
Hcls1,1418842_at
Slc30a4,1418843_at
Alg9,1418844_at
Proc,1418845_at
Ap4m1,1418846_at
Arg2,1418847_at
Aqp7,1418848_at
Epc1,1418850_at
Eapp,1432444_a_at
Trim39,1418851_at
Chrna1 /// LOC100046566,1418852_at
Apon,1418853_at
Birc2,1418854_at
Lce1l,1418855_at
Fanca,1418856_a_at
Slc13a2,1418857_at
Aox3,1418858_at
Rfxap,1418859_at
Metapl1,1452464_a_at
Letmd1,1418860_a_at
Pias4,1418861_at
Echdc3,1418862_at
Gata4,1418863_at
Zfp385a,1418865_at
Grin2c,1449245_at
Cyp24a1,1418867_at
Actrt2,1449247_at
En2,1418868_at
Pus1,1418869_a_at
4930579J09Rik,1418870_at
1810007E14Rik,1418871_a_at
Clcn2,1449248_at
Abcb1b,1418872_at
Gem,1426063_a_at
Klrd1,1460245_at
Sfxn4,1418873_at
Syngr4,1418875_at
Pcdh7,1449249_at
Prcc,1449250_at
Foxd1,1418876_at
Ndph,1449251_at
Acrv1,1418878_at
9030611O19Rik,1418879_at
Gfra3 /// LOC100045484,1418880_at
Necab2,1418881_at
Smc1b,1449253_at
Nlrp5,1418882_at
Spp1,1449254_at
Pabpc1,1418883_a_at
LOC100039748 /// LOC100043209 /// LOC100043670 /// LOC100043805 /// LOC100044457 /// LOC100048630 /// Rpl15,1449255_a_at
LOC100045728 /// LOC636070 /// LOC676756 /// Tuba1a,1418884_x_at
Rab11a,1449256_a_at
Idh3b,1418885_a_at
D11Wsu99e,1449258_at
Sepx1,1418888_a_at
Timm13,1455211_a_at
Rab3d,1449259_at
Rhoj,1418892_at
Pbx2,1449261_at
Skap2,1418895_at
Rpn2,1418896_a_at
F2,1418897_at
Ufm1,1418899_at
LOC100045981 /// Syt11,1449264_at
Cebpb,1418901_at
Casp1 /// LOC100044207,1449265_at
Mecp2,1460246_at
Chid1,1418902_at
Aqp2,1418903_at
Gfpt1,1418904_at
Nubp1,1418905_at
F5,1418907_at
Pam,1418908_at
Ermap,1418909_at
Bmp7,1418910_at
Plxdc2,1418912_at
Bhmt2,1418914_s_at
Mmachc,1418915_at
Spp2,1418916_a_at
Hebp2,1449271_a_at
Igfbp1,1418918_at
Sgol1,1418919_at
Cldn15,1418920_at
Cadm3,1449272_at
Cyfip2,1449273_at
Slc17a3,1418923_at
Rassf7,1418924_at
Celsr1,1418925_at
Zeb1,1418926_at
Habp4,1418927_a_at
2310038H17Rik,1418928_a_at
Ift57,1418929_at
Cxcl10 /// LOC100045000,1418930_at
1700029P11Rik,1449276_at
Reg4,1418931_at
LOC100046232 /// Nfil3,1418932_at
Ccl19 /// LOC100039053 /// LOC100039789 /// LOC100039824 /// LOC100039848 /// LOC100039973 /// LOC100040035 /// LOC100043921,1449277_at
Slc1a6,1418933_at
Cxxc1,1452221_a_at
Eif2ak3 /// LOC100047634,1449278_at
Mab21l2,1418934_at
Trpm1,1418935_at
Gpx2,1449279_at
Maff,1418936_at
Dio2,1418937_at
Hlx,1418939_at
Sult1b1,1418940_at
Esm1 /// LOC632677,1449280_at
Pcdhb22,1418941_at
Ift74,1418942_at
B230120H23Rik,1418943_at
Nrtn,1449281_at
Hmgcl,1424639_a_at
Cysltr1,1449282_at
Mmp3,1418945_at
Mapk12,1449283_a_at
Pja1,1426449_a_at
St3gal1,1418946_at
Nek3,1418947_at
Fscn3,1418948_at
Gdf15,1418949_at
1700008P20Rik,1449284_at
Cst9,1449285_at
Drd2,1418950_at
Rabggta,1426046_a_at
Txlnb,1418952_at
Ntng1,1449286_at
Fbxo16,1418953_at
Camkk1,1418954_at
Zfp93,1418955_at
Tssk6,1418956_at
Srms,1449287_at
Gdf3,1449288_at
Stac,1418957_at
Amac1,1418958_at
Tmprss5,1418959_at
B2m,1449289_a_at
Phf20l1,1418960_at
Necap2,1418962_at
2310047O13Rik,1418963_at
Dpysl5,1449290_at
Pigm,1418964_at
Nosip,1431428_a_at
Dcbld1,1449291_a_at
St7,1418967_a_at
Rb1cc1,1418968_at
Bcl10,1418971_x_at
Blzf1,1418973_at
Mrps15,1449294_at
Nckipsd,1418975_at
Cideb,1418976_s_at
Sap30bp,1449295_at
LOC639905 /// Sap30bp,1418978_at
Akr1c14,1418979_at
Cnp,1418980_a_at
Casp12 /// LOC100044205,1449297_at
Cebpa,1418982_at
Pde1a,1449298_a_at
Lrp5,1449299_at
Inadl,1418983_at
Cttnbp2nl,1449300_at
Uxt,1418986_a_at
Pla2g2d,1418987_at
Derl3,1453677_a_at
Rnmt,1453106_a_at
Slc7a13,1449301_at
Abca2,1449302_at
Pex7,1418988_at
Ctse,1418989_at
Sesn3,1449303_at
2310061J03Rik,1449304_at
Ms4a4d,1418990_at
F10,1418993_s_at
Hsf2,1449306_at
Gtsf1l,1418994_at
Dbndd1,1449307_at
Neurod2,1418995_at
Lyrm5,1418996_a_at
C6,1449308_at
Kmo,1418998_at
2310033P09Rik,1418999_at
Cyp8b1,1449309_at
Cpxm2,1460248_at
Ptger2,1449310_at
Baat,1419001_at
Bves,1419003_at
Bcl2a1a /// Bcl2a1b /// Bcl2a1d,1419004_s_at
Crybb3,1419005_at
Peli2,1419006_s_at
Zp3,1419007_at
Npy5r,1449312_at
Actl7a,1419009_at
Klk1b5,1419010_x_at
Cryba2,1419011_at
Zfpm2,1449314_at
Odz3,1449315_at
Gpatch1,1419013_at
Rhag,1419014_at
Cyp4f15,1449316_at
Wisp2,1419015_at
Cflar /// LOC100040853,1449317_at
1700034I23Rik,1419016_at
Corin,1419017_at
Rhox6,1419018_at
LOC100045019 /// Tubg2,1449318_at
Gif,1419020_at
Mcf2,1419021_at
Rspo1,1449319_at
Pbsn,1449320_at
LOC100046187 /// LOC667951 /// Serpina1a /// Serpina1b /// Serpina1c /// Serpina1d /// Serpina1e,1449321_x_at
EG433182 /// Eno1 /// LOC100044223 /// LOC100045967 /// LOC545568,1419022_a_at
EG667723 /// LOC100043135 /// LOC100044642 /// LOC100044742 /// LOC433406 /// LOC546482 /// LOC627166 /// LOC627200 /// Ptp4a1,1449322_at
LOC100043000 /// LOC100045885 /// LOC674810 /// Rpl3,1449323_a_at
Sag,1419025_at
Daxx,1419026_at
Gltp,1419027_s_at
Arpp21,1419028_at
Ero1l,1449324_at
Fads2,1419031_at
2610018G03Rik,1419033_at
Csnk2a1 /// LOC100039026 /// LOC100047957,1419035_s_at
Csnk2a1,1419037_at
Csnk2a1 /// LOC100039026,1419038_a_at
Cyp2d22,1419040_at
Itfg1,1419041_at
Iigp1,1419043_a_at
Haao,1432492_a_at
Prrx2,1432331_a_at
Cntnap4,1419044_at
Slc25a23,1419045_at
Brp16,1419046_at
Pcnx,1419047_at
1110002H13Rik,1419050_at
Lnx2,1460249_at
Ovol1,1419051_at
Pex14,1419053_at
Ptpn21,1419054_a_at
Atp6v1c2,1430306_a_at
Rtn2,1419056_at
Apcs,1419059_at
Gzmb,1419060_at
Rhod,1419061_at
Epb4.1l3,1419062_at
Ugt8a,1419063_at
Nepn,1419065_at
Ubxd5,1426105_a_at
Ier5l /// LOC100047268,1419066_at
Rabgef1,1419067_a_at
Cys1,1419070_at
Gstm7,1419072_at
Tmeff2,1419073_at
Chac2,1419074_at
Saa1,1419075_s_at
Saa2,1449326_x_at
1600015I10Rik,1449327_at
Brca2,1419076_a_at
Mpp3,1419077_at
Ly75,1449328_at
Nin,1419078_at
Zfp235,1449329_at
Scnn1g,1419079_at
Pdzd3,1449330_at
Gdnf,1419080_at
Atg10,1419081_at
Rapsn,1449331_a_at
Serpinb2,1419082_at
Tnfsf11,1419083_at
Fhl5,1449332_at
Pcp2,1419085_at
Fgfbp1,1419086_at
Sf3a1,1419087_s_at
Timp3,1449335_at
Klk1b26,1419090_x_at
Anxa2,1419091_a_at
Tdo2,1419093_at
Cyp2c37,1419094_at
Apom,1419096_at
Sostdc1,1460250_at
Stom,1419097_a_at
Ptplb,1449342_at
Serpina3n,1419100_at
Sin3a,1419101_at
Nnmt,1432517_a_at
Abhd6,1419103_a_at
Nr1h4,1419105_at
2210409E12Rik /// LOC100046049,1419106_at
Ophn1,1419108_at
Ccdc34,1449345_at
Hrc,1419109_at
Ing2,1419111_at
Ap1g2,1419113_at
LOC100044048 /// LOC100044049 /// LOC100046087 /// Xlr4a /// Xlr4b /// Xlr4c /// Xlr4e,1449347_a_at
Alg14,1419115_at
Slc22a2,1419117_at
Mpp6,1449348_at
Nudt1,1449349_at
LOC100045106 /// Vstm2b,1419118_at
Hcst,1419119_at
Osr1,1449350_at
Lyl1,1419120_at
Tpmt,1430889_a_at
Mettl1,1419122_at
Pdgfc,1419123_a_at
Poll,1449352_at
Ptpn18,1419125_at
Hoxd9,1419126_at
Npy,1419127_at
Fas,1460251_at
Zmat3,1449353_at
Zrsr1,1449354_at
Itgax,1419128_at
Asb5,1449356_at
LOC100046777 /// Slc22a13,1419129_at
Adat2,1419130_at
F13b,1419131_at
2310030G06Rik,1449357_at
Tlr2,1419132_at
Evpl,1419133_at
Rhbg,1419134_at
D6Mm5e,1449358_at
Pax1,1449359_at
Mad1l1,1425252_a_at
Ltb,1419135_at
Akr1c18,1419136_at
Csf2rb2,1449360_at
H2-Ke6,1454987_a_at
Shank3,1419137_at
B3galt4,1419138_at
Acvrl1,1451604_a_at
Gdf5,1419139_at
Acvr2b,1419140_at
Tbx21,1449361_at
Lrrc23,1432083_a_at
Crygd,1419141_at
Ctsr,1419142_at
Cypt6 /// Cypt7 /// Cypt8 /// LOC100044311,1419143_at
Mink1,1449362_a_at
Atf3,1449363_at
Cacnb1,1426108_s_at
Cd163,1419144_at
Smtnl1,1419145_at
Aurkc,1449364_at
Edg8,1449365_at
Rec8,1419147_at
Avil,1419148_at
Serpine1,1419149_at
Zfp105,1460252_s_at
Mmp8,1449366_at
Trex2,1449367_at
Myf6,1419150_at
